,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Tony Parker,0,0.0,1,2,2,0,0,33.3,9,0,0.0,0,3,0,6,21:49,-16,1,0,1,"MAR 3, 2018",939,23,30,27,36,30,30,31,21,112,116,"Phillips""""","Kogut""""",Sterling,LOS,LAL,SAS,8.5
Danny Green,2,20.0,5,1,1,1,1,28.6,7,0,100,2,2,1,7,23:56,-18,2,1,0,"MAR 3, 2018",939,23,30,27,36,30,30,31,21,112,116,"Phillips""""","Kogut""""",Sterling,LOS,LAL,SAS,13.0
Manu Ginobili,4,0.0,3,1,2,4,0,36.4,11,1,100,4,4,3,12,23:31,-13,6,0,1,"MAR 3, 2018",939,23,30,27,36,30,30,31,21,112,116,"Phillips""""","Kogut""""",Sterling,LOS,LAL,SAS,23.0
Joffrey Lauvergne,2,0.0,0,0,2,9,0,50.0,6,5,100,2,3,4,8,15:19,-16,0,0,2,"MAR 3, 2018",939,23,30,27,36,30,30,31,21,112,116,"Phillips""""","Kogut""""",Sterling,LOS,LAL,SAS,21.0
Matt Costello,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",939,23,30,27,36,30,30,31,21,112,116,"Phillips""""","Kogut""""",Sterling,LOS,LAL,SAS,NA
Bryn Forbes,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",939,23,30,27,36,30,30,31,21,112,116,"Phillips""""","Kogut""""",Sterling,LOS,LAL,SAS,NA
Derrick White,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",939,23,30,27,36,30,30,31,21,112,116,"Phillips""""","Kogut""""",Sterling,LOS,LAL,SAS,NA
Paul George,5,0.0,7,3,2,7,0,42.1,19,0,83.3,6,8,7,21,37:14,0,4,1,0,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,29.0
Patrick Patterson,0,66.7,3,1,2,5,2,62.5,8,0,0.0,0,5,5,12,33:29,-7,0,1,0,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,23.0
Steven Adams,4,0.0,0,1,4,7,0,44.4,9,4,66.7,6,4,3,12,36:18,-8,1,1,2,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,24.5
Josh Huestis,0,50.0,2,1,1,2,1,25.0,4,1,0.0,0,1,1,3,23:17,2,1,0,0,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,7.5
Russell Westbrook,5,20.0,5,4,4,11,1,38.7,31,2,71.4,7,12,9,30,34:42,-7,6,1,0,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,46.0
Corey Brewer,0,0.0,2,1,4,2,0,0.0,2,0,0.0,0,0,2,0,11:35,-14,1,0,2,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,8.5
Jerami Grant,0,25.0,4,1,2,4,1,66.7,9,1,0.0,2,6,3,13,26:13,-1,2,2,0,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,27.0
Raymond Felton,0,33.3,3,0,1,1,1,50.0,8,0,0.0,0,4,1,9,22:33,2,2,0,1,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,18.0
Alex Abrines,0,0.0,1,0,1,1,0,0.0,1,1,0.0,0,0,0,0,14:39,-7,1,0,1,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,5.5
Nick Collison,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,NA
Terrance Ferguson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,NA
Dakari Johnson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,NA
Kyle Singler,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,NA
Evan Turner,2,75.0,4,1,3,3,3,60.0,10,1,100,2,6,2,17,32:46,3,2,1,0,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,29.0
AlFarouq Aminu,0,33.3,3,1,2,6,1,14.3,7,2,0.0,0,1,4,3,19:08,-13,0,0,1,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,13.0
Jusuf Nurkic,1,0.0,0,3,4,7,0,36.4,11,2,25.0,4,4,5,9,18:19,-11,1,0,0,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,13.5
CJ McCollum,6,25.0,8,2,1,8,2,50.0,20,1,100,6,10,7,28,37:39,3,6,2,1,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,50.0
Damian Lillard,8,25.0,8,3,2,1,2,27.8,18,0,88.9,9,5,1,20,36:53,-1,7,1,1,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,30.5
Pat Connaughton,0,0.0,3,1,2,4,0,50.0,6,2,0.0,0,3,2,6,23:39,12,2,1,2,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,21.0
Zach Collins,0,100,2,2,2,5,2,83.3,6,1,0.0,0,5,4,12,28:19,17,1,2,0,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,26.5
Ed Davis,0,0.0,0,1,4,10,0,75.0,4,5,0.0,0,3,5,6,20:26,18,0,1,0,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,18.0
Shabazz Napier,2,33.3,3,1,0,1,1,50.0,4,0,100,2,2,1,7,14:03,13,1,0,0,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,8.5
Meyers Leonard,0,0.0,2,0,1,2,0,0.0,2,0,0.0,0,0,2,0,8:48,-1,0,0,1,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,5.0
Wade Baldwin,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,NA
Jake Layman,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,NA
Caleb Swanigan,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",940,28,22,25,25,25,28,30,25,108,100,"Garretson""""","Richardson""""",Collins,PORTLAND,OKC,POR,NA
Joe Ingles,0,33.3,6,2,3,5,2,37.5,8,0,0.0,0,3,5,8,33:49,2,3,1,1,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,25.5
Derrick Favors,0,50.0,2,0,3,8,1,70.0,10,3,0.0,0,7,5,15,30:11,5,1,0,0,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,26.5
Rudy Gobert,4,0.0,0,1,2,12,0,60.0,10,5,57.1,7,6,7,16,36:19,10,2,3,3,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,44.0
Donovan Mitchell,10,37.5,8,3,2,5,3,46.7,15,1,100,10,7,4,27,38:22,8,5,0,0,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,32.5
Ricky Rubio,2,0.0,3,3,3,8,0,25.0,16,1,40.0,5,4,7,10,33:38,-1,6,0,4,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,34.0
Jae Crowder,3,60.0,5,2,3,4,3,36.4,11,1,42.9,7,4,3,14,27:59,-1,1,1,1,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,26.5
Jonas Jerebko,0,40.0,5,1,3,6,2,37.5,8,0,0.0,0,3,6,8,16:33,4,0,0,0,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,17.0
Royce ONeale,0,0.0,1,0,0,3,0,0.0,2,0,0.0,0,0,3,0,17:42,7,1,1,0,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,7.5
Raul Neto,0,0.0,2,1,0,1,0,0.0,2,0,0.0,0,0,1,0,5:27,1,1,1,0,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,4.5
Alec Burks,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,NA
Naz MitrouLong,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,NA
Ekpe Udoh,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,NA
Justin Jackson,1,0.0,2,1,2,5,0,25.0,4,1,50.0,2,1,4,3,29:11,7,3,1,1,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,16.5
Zach Randolph,3,16.7,6,1,2,5,1,28.6,14,1,75.0,4,4,4,12,25:36,-6,0,0,0,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,15.0
Kosta Koufos,0,0.0,0,1,2,7,0,66.7,6,1,0.0,0,4,6,8,25:01,-10,3,1,0,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,21.5
Bogdan Bogdanovic,2,75.0,4,0,2,5,3,50.0,10,0,100,2,5,5,15,28:22,1,0,0,0,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,24.0
DeAaron Fox,3,0.0,2,3,4,4,0,50.0,14,0,100,3,7,4,17,27:30,-3,3,0,2,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,25.5
Skal Labissiere,3,100,1,4,5,12,1,40.0,10,5,75.0,4,4,7,12,28:59,-4,3,3,0,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,32.5
Vince Carter,2,0.0,3,1,0,6,0,25.0,8,1,100,2,2,5,6,25:32,-9,1,0,0,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,10.5
Buddy Hield,0,20.0,5,1,4,4,1,30.8,13,2,0.0,0,4,2,9,29:19,-7,1,1,0,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,18.5
Frank Mason,0,42.9,7,1,3,0,3,30.0,10,0,0.0,0,3,0,9,20:30,-4,1,1,4,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,30.5
Bruno Caboclo,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,NA
Iman Shumpert,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,NA
Garrett Temple,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 3, 2018",941,25,27,23,23,17,26,23,25,91,98,"Stafford""""","Lindsay""""",Ford,UTAH,UTA,SAC,NA
TJ Warren,2,25.0,4,1,4,4,1,61.5,26,2,100,2,16,2,35,42:18,4,0,0,0,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,38.0
Dragan Bender,0,28.6,7,0,1,5,2,25.0,8,0,0.0,0,2,5,6,34:04,1,8,0,0,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,27.0
Tyson Chandler,0,0.0,0,0,1,5,0,100,3,1,0.0,1,3,4,6,26:14,-11,2,1,2,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,23.0
Devin Booker,1,50.0,6,5,3,1,3,44.4,18,0,33.3,3,8,1,20,33:41,0,3,0,1,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,28.5
Elfrid Payton,1,0.0,0,2,1,10,0,38.5,13,2,100,1,5,8,11,29:26,-2,14,1,1,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,45.0
Josh Jackson,0,0.0,1,3,3,4,0,50.0,10,0,0.0,0,5,4,10,25:03,-3,1,0,0,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,12.5
Marquese Chriss,3,80.0,5,1,0,5,4,62.5,8,0,50.0,6,5,5,17,18:11,10,1,4,1,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,42.5
Troy Daniels,0,50.0,2,1,3,2,1,66.7,3,0,0.0,0,2,2,5,15:26,-3,2,0,1,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,14.0
Alex Len,2,0.0,0,0,1,0,0,0.0,1,0,100,2,0,0,2,2:26,-2,0,0,0,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,0.0
Shaquille Harrison,0,0.0,1,1,2,5,0,0.0,2,0,0.0,0,0,5,0,13:12,1,2,0,0,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,7.0
Jared Dudley,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,NA
Alec Peters,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,NA
Davon Reed,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,NA
Taurean Prince,0,75.0,8,3,1,5,6,50.0,16,1,0.0,0,8,4,22,31:24,-1,2,1,0,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,42.0
John Collins,2,0.0,1,3,5,7,0,16.7,6,4,100,2,1,3,4,22:25,-9,2,0,2,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,15.0
Dewayne Dedmon,0,25.0,4,1,0,4,1,37.5,8,1,0.0,0,3,3,7,21:46,-10,1,2,1,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,22.5
Tyler Dorsey,2,40.0,5,1,2,5,2,33.3,12,0,100,2,4,5,12,32:27,-8,3,0,1,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,25.5
Dennis Schroder,1,40.0,5,4,2,6,2,56.3,16,1,100,1,9,5,21,23:51,3,6,0,0,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,35.0
Miles Plumlee,2,0.0,0,1,3,11,0,57.1,7,2,66.7,3,4,9,10,25:35,10,1,0,0,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,19.5
Mike Muscala,0,66.7,3,1,3,3,2,66.7,6,0,0.0,0,4,3,10,23:17,14,0,1,1,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,22.0
Malcolm Delaney,1,60.0,5,0,2,1,3,44.4,9,0,50.0,2,4,1,12,15:04,1,3,1,2,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,31.5
Jaylen Morris,0,50.0,2,1,0,5,1,50.0,6,0,0.0,0,3,5,7,24:32,7,2,0,0,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,16.0
Isaiah Taylor,2,0.0,0,1,0,2,0,37.5,8,0,100,2,3,2,8,19:39,-2,3,0,0,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,11.5
Kent Bazemore,NA,NA,NA,NA,NA,NA,NA,NA,REST,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,NA
DeAndre Bembry,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 4, 2018",942,23,33,31,25,29,27,30,27,113,112,"DeRosa""""","Kennedy""""",Boland,ATLANTA,PHX,ATL,NA
Michael KiddGilchrist,0,0.0,0,1,3,4,0,57.1,7,1,0.0,1,4,3,8,18:31,-12,0,0,0,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,11.0
Marvin Williams,0,0.0,3,1,0,4,0,16.7,6,1,0.0,0,1,3,2,21:37,-10,0,1,0,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,8.0
Dwight Howard,2,0.0,0,1,2,10,0,44.4,9,2,50.0,4,4,8,10,23:37,-11,1,1,0,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,21.5
Nicolas Batum,4,0.0,2,1,1,6,0,30.0,10,1,100,4,3,5,10,34:37,-3,8,1,1,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,29.0
Kemba Walker,8,25.0,12,1,1,6,3,34.8,23,1,72.7,11,8,5,27,38:54,-8,4,0,1,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,39.0
Jeremy Lamb,5,33.3,3,3,5,1,1,45.5,11,0,100,5,5,1,16,26:12,8,2,1,1,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,20.0
Frank Kaminsky,8,100,1,0,2,4,1,30.0,10,1,100,8,3,3,15,26:28,5,0,0,1,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,16.0
Cody Zeller,0,0.0,0,0,6,7,0,75.0,4,2,0.0,0,3,5,6,24:18,6,0,0,1,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,16.0
Michael CarterWilliams,2,0.0,0,1,1,4,0,20.0,5,0,100,2,1,4,4,18:50,0,1,0,2,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,12.5
Treveon Graham,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,6:56,0,0,0,0,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,0.0
Willy Hernangomez,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,NA
Malik Monk,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,NA
Julyan Stone,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,NA
Malcolm Miller,0,0.0,2,0,2,1,0,0.0,2,0,0.0,0,0,1,0,13:34,5,0,0,0,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,1.0
Serge Ibaka,2,60.0,5,0,5,8,3,66.7,9,2,66.7,3,6,6,17,30:21,6,0,3,1,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,41.0
Jonas Valanciunas,0,66.7,3,4,2,13,2,53.3,15,4,0.0,0,8,9,18,29:38,9,0,2,1,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,40.0
DeMar DeRozan,3,28.6,7,2,2,4,2,41.2,17,0,60.0,5,7,4,19,35:52,14,8,0,1,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,37.0
Kyle Lowry,2,25.0,8,3,4,10,2,38.5,13,3,100,2,5,7,14,34:40,6,5,0,0,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,30.5
CJ Miles,2,22.2,9,1,2,2,2,33.3,12,0,100,2,4,2,12,19:09,1,1,0,0,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,16.5
Pascal Siakam,3,0.0,1,0,3,2,0,66.7,3,0,100,3,2,2,7,17:56,-6,0,1,1,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,12.0
Jakob Poeltl,0,0.0,0,1,4,3,0,0.0,0,0,0.0,0,0,3,0,13:32,-4,0,2,0,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,8.0
Fred VanVleet,5,25.0,4,4,2,3,1,37.5,8,0,83.3,6,3,3,12,23:37,-4,3,0,0,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,12.5
Delon Wright,4,0.0,0,0,1,1,0,0.0,1,0,66.7,6,0,1,4,13:04,-8,4,0,0,"MAR 4, 2018",943,21,22,26,29,26,26,30,21,103,98,"Capers""""","Smith""""",Acosta,TORONTO,CHA,TOR,7.0
