,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Nene nan,3,0.0,0,3,4,5,0,50.0,6,2,60.0,5,3,3,9,19:45,10,1,0,2,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,15.5
Gerald Green,0,16.7,6,1,2,1,1,16.7,6,0,0.0,0,1,1,3,16:11,-3,0,0,1,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,8.0
Joe Johnson,0,33.3,3,1,2,4,1,50.0,6,0,0.0,0,3,4,7,29:42,5,2,0,0,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,15.0
Ryan Anderson,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,NA
Clint Capela,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,NA
Eric Gordon,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,NA
Brandan Wright,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,NA
Joe Ingles,3,20.0,5,3,3,3,1,16.7,6,0,75.0,4,1,3,6,32:14,-18,3,0,0,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,9.5
Derrick Favors,0,0.0,0,1,1,7,0,66.7,6,2,0.0,0,4,5,8,28:06,-10,0,0,0,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,14.0
Rudy Gobert,3,0.0,0,1,4,6,0,87.5,8,2,60.0,5,7,4,17,36:08,-9,1,2,1,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,29.5
Donovan Mitchell,3,11.1,9,8,3,2,1,40.0,15,1,75.0,4,6,1,16,36:42,-7,4,0,3,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,24.0
Ricky Rubio,4,50.0,4,3,3,3,2,40.0,10,0,100,4,4,3,14,26:47,-4,5,1,1,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,27.5
Jae Crowder,2,25.0,8,1,1,6,2,26.7,15,2,50.0,4,4,4,12,29:59,-8,5,1,0,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,29.5
Royce ONeale,0,0.0,1,3,2,2,0,33.3,3,0,0.0,0,1,2,2,21:06,-9,2,0,1,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,7.0
Jonas Jerebko,1,0.0,1,0,2,8,0,33.3,3,0,100,1,1,8,3,17:16,13,0,0,0,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,10.0
Alec Burks,0,100,1,2,0,2,1,60.0,5,0,0.0,0,3,2,7,11:43,-3,1,0,0,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,10.5
Tony Bradley,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,NA
Naz MitrouLong,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,NA
Ekpe Udoh,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 26, 2018",904,19,20,31,26,21,23,19,22,85,96,"Callahan""""","Buchert""""",Petraitis,HOUSTON,HOU,UTA,NA
Nemanja Bjelica,0,66.7,3,1,1,8,2,50.0,10,2,0.0,0,5,6,12,33:49,22,3,0,4,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,39.5
Taj Gibson,3,0.0,0,1,3,5,0,85.7,7,2,75.0,4,6,3,15,34:30,14,2,1,0,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,22.0
KarlAnthony Towns,8,0.0,0,5,3,17,0,90.0,10,3,100,8,9,14,26,38:36,21,4,2,2,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,48.0
Andrew Wiggins,5,33.3,3,0,0,1,1,53.3,15,0,83.3,6,8,1,22,37:01,15,2,1,1,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,29.0
Jeff Teague,11,50.0,2,2,1,4,1,28.6,14,0,91.7,12,4,4,20,32:50,20,7,0,3,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,32.5
Gorgui Dieng,4,0.0,0,0,3,6,0,42.9,7,1,100,4,3,5,10,21:38,3,0,0,0,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,12.0
Jamal Crawford,0,28.6,7,1,1,0,2,18.2,11,0,0.0,0,2,0,6,24:05,1,4,0,1,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,18.0
Tyus Jones,2,100,1,2,1,1,1,100,2,0,100,2,2,1,7,15:10,-2,0,0,0,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,6.0
Cole Aldrich,0,0.0,0,0,0,1,0,0.0,0,0,0.0,0,0,1,0,1:16,-2,0,0,0,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,1.0
Aaron Brooks,0,0.0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,1:05,-2,0,0,0,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,0.0
Marcus GeorgesHunt,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,NA
Shabazz Muhammad,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,NA
Justin Jackson,0,50.0,2,0,1,3,1,25.0,4,1,0.0,0,1,2,3,35:38,-22,1,0,3,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,18.5
Skal Labissiere,3,33.3,3,0,2,4,1,72.7,11,1,100,3,8,3,20,31:25,-20,0,0,1,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,26.0
Willie CauleyStein,3,0.0,0,2,6,5,0,53.8,13,1,100,3,7,4,17,29:30,-6,3,0,0,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,21.5
Bogdan Bogdanovic,2,25.0,4,2,2,3,1,30.8,13,1,100,2,4,2,11,32:36,-5,6,1,0,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,24.0
DeAaron Fox,0,75.0,4,2,2,2,3,55.6,9,0,0.0,0,5,2,13,27:11,-13,5,0,0,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,26.5
Buddy Hield,0,33.3,6,3,2,5,2,46.7,15,2,0.0,0,7,3,16,27:39,-2,3,1,0,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,29.5
Kosta Koufos,1,0.0,0,0,2,4,0,50.0,6,0,50.0,2,3,4,7,19:46,-8,2,0,0,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,13.0
Frank Mason,3,0.0,0,4,3,2,0,50.0,6,0,100,3,3,2,9,17:44,-7,1,1,0,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,8.5
Bruno Caboclo,0,0.0,3,1,3,3,0,28.6,7,2,0.0,0,2,1,4,18:31,-7,1,0,1,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,10.5
Vince Carter,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,NA
Zach Randolph,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,NA
Iman Shumpert,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,NA
Garrett Temple,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 26, 2018",905,29,34,34,21,29,31,17,23,100,118,"Foster""""","Wall""""",Fraher,MINNESOTA,MIN,SAC,NA
David Nwaba,2,100,1,0,5,6,1,80.0,5,3,100,2,4,3,11,31:43,1,2,1,3,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,32.0
Lauri Markkanen,0,25.0,4,2,1,7,1,45.5,11,1,0.0,0,5,6,11,32:12,-19,1,0,2,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,25.5
Cristiano Felicio,0,0.0,0,2,3,6,0,75.0,8,2,0.0,0,6,4,12,26:19,-17,4,0,1,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,25.0
Zach LaVine,4,60.0,5,3,2,4,3,36.8,19,2,66.7,6,7,2,21,34:49,-20,4,0,0,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,30.0
Kris Dunn,6,0.0,3,7,4,2,0,18.2,11,0,75.0,8,2,2,10,30:07,-18,3,2,0,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,9.5
Denzel Valentine,2,50.0,4,1,2,6,2,55.6,9,0,100,2,5,6,14,29:28,-11,4,0,1,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,30.0
Noah Vonleh,0,0.0,2,1,2,2,0,60.0,5,0,0.0,0,3,2,6,14:24,4,1,0,0,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,8.5
Bobby Portis,2,50.0,4,3,2,10,2,44.4,9,3,66.7,3,4,7,12,23:05,2,1,0,1,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,25.5
Cameron Payne,0,0.0,1,1,2,1,0,75.0,4,0,0.0,0,3,1,6,17:53,3,6,2,0,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,21.0
Omer Asik,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,NA
Jerian Grant,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,NA
Michael KiddGilchrist,0,0.0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,6:04,3,0,0,1,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,3.0
Marvin Williams,1,75.0,4,1,3,5,3,62.5,8,0,50.0,2,5,5,14,29:35,18,1,1,0,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,27.5
Dwight Howard,4,0.0,0,2,3,6,0,83.3,12,1,80.0,5,10,5,24,28:41,18,1,5,0,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,40.5
Nicolas Batum,3,16.7,6,3,0,7,1,30.0,10,1,100,3,3,6,10,32:39,4,12,1,2,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,40.0
Kemba Walker,3,60.0,10,6,0,2,6,57.9,19,0,75.0,4,11,2,31,33:46,14,5,0,3,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,52.5
Jeremy Lamb,0,50.0,2,0,1,1,1,77.8,9,0,0.0,0,7,1,15,26:57,13,5,0,0,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,25.5
Frank Kaminsky,1,100,2,0,1,2,2,66.7,6,0,50.0,2,4,2,11,22:47,0,0,1,0,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,19.0
Michael CarterWilliams,2,0.0,6,0,1,5,0,9.1,11,2,100,2,1,3,4,13:50,3,2,0,1,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,13.0
Cody Zeller,0,0.0,0,1,0,4,0,50.0,2,2,0.0,1,1,2,2,10:57,-4,1,0,0,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,6.5
Treveon Graham,1,50.0,4,1,2,2,2,50.0,4,0,50.0,2,2,2,7,27:48,8,0,0,4,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,23.0
Willy Hernangomez,0,0.0,0,0,2,1,0,0.0,0,0,0.0,0,0,1,0,3:60,-2,0,0,0,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,1.0
Dwayne Bacon,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,1:28,0,1,0,0,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,1.5
Malik Monk,0,0.0,1,0,0,0,0,0.0,1,0,0.0,0,0,0,0,1:28,0,0,0,0,"FEB 27, 2018",906,29,22,27,25,26,25,36,31,118,103,"Mauer""""","Brown""""",Workman,CHARLOTTE,CHI,CHA,0.0
Allen Crabbe,3,0.0,6,2,4,4,0,41.7,12,0,75.0,4,5,4,13,32:24,-1,1,0,0,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,13.5
DeMarre Carroll,1,60.0,5,0,3,6,3,60.0,10,1,33.3,3,6,5,16,32:01,-6,3,0,0,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,31.5
Jarrett Allen,5,0.0,0,0,2,5,0,50.0,8,0,83.3,6,4,5,13,27:53,0,3,0,0,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,17.5
DAngelo Russell,4,37.5,8,1,0,5,3,50.0,18,1,80.0,5,9,4,25,32:25,10,6,0,2,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,46.0
Spencer Dinwiddie,0,25.0,4,1,4,0,1,55.6,9,0,0.0,0,5,0,11,30:40,-9,11,0,1,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,31.5
Joe Harris,0,50.0,2,2,2,3,1,66.7,3,0,0.0,0,2,3,5,22:07,-9,2,0,1,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,14.0
Dante Cunningham,0,100,2,2,2,3,2,60.0,5,0,0.0,0,3,3,8,19:50,-4,0,0,0,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,13.0
Rondae HollisJefferson,6,0.0,1,2,2,7,0,57.1,7,1,75.0,8,4,6,14,20:43,-4,2,0,1,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,19.0
Caris LeVert,4,66.7,3,1,1,3,2,66.7,9,0,100,4,6,3,18,18:43,-4,1,0,0,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,21.5
Quincy Acy,0,0.0,1,1,1,0,0,0.0,1,0,0.0,0,0,0,0,3:15,-3,0,0,1,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,2.0
Timofey Mozgov,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,NA
Jahlil Okafor,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,NWT,NA,NA,NA,NA,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,NA
Nik Stauskas,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,NA
LeBron James,3,50.0,4,1,1,12,2,52.0,25,4,100,3,13,8,31,38:46,2,11,0,1,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,62.5
Cedi Osman,0,100,1,1,5,3,1,75.0,4,1,0.0,0,3,2,7,17:42,3,2,0,1,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,17.0
Tristan Thompson,1,0.0,0,3,2,13,0,40.0,5,3,20.0,5,2,10,5,21:42,-4,1,0,1,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,18.5
JR Smith,0,0.0,3,2,2,5,0,22.2,9,2,0.0,0,2,3,4,22:03,6,0,0,0,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,7.0
George Hill,5,75.0,4,1,3,3,3,52.9,17,1,62.5,8,9,2,26,36:32,5,5,0,3,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,45.5
Rodney Hood,2,0.0,1,2,2,4,0,54.5,11,0,66.7,3,6,4,14,30:31,0,0,0,0,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,14.0
Larry Nance,2,0.0,0,0,4,10,0,80.0,5,2,100,2,4,8,10,25:48,4,1,1,0,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,22.5
Jordan Clarkson,2,50.0,4,0,1,3,2,50.0,10,1,50.0,4,5,2,14,21:01,1,3,0,1,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,26.5
Kyle Korver,2,57.1,7,1,4,2,4,54.5,11,0,100,2,6,2,18,25:19,15,1,0,0,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,26.5
John Holland,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0:37,-2,0,0,0,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,0.0
Jose Calderon,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,NA
London Perrantes,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,NA
Ante Zizic,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 27, 2018",907,29,32,30,32,25,35,34,35,129,123,"Richardson""""","Boland""""",Fitzgerald,CLEVELAND,BKN,CLE,NA
Robert Covington,0,25.0,4,1,2,5,1,20.0,10,0,0.0,0,2,5,5,32:23,1,2,0,3,"FEB 27, 2018",908,24,24,27,26,17,28,28,29,102,101,"Mott""""","Spooner""""",Holtkamp,MIAMI,PHI,MIA,23.0
Dario Saric,4,42.9,7,3,4,7,3,50.0,14,1,100,4,7,6,21,35:55,-13,2,0,1,"FEB 27, 2018",908,24,24,27,26,17,28,28,29,102,101,"Mott""""","Spooner""""",Holtkamp,MIAMI,PHI,MIA,33.0
Joel Embiid,2,50.0,6,5,5,8,3,56.3,16,2,66.7,3,9,6,23,30:02,12,4,0,1,"FEB 27, 2018",908,24,24,27,26,17,28,28,29,102,101,"Mott""""","Spooner""""",Holtkamp,MIAMI,PHI,MIA,39.0
JJ Redick,5,25.0,8,5,1,3,2,28.6,14,1,100,5,4,2,15,28:22,-2,4,0,1,"FEB 27, 2018",908,24,24,27,26,17,28,28,29,102,101,"Mott""""","Spooner""""",Holtkamp,MIAMI,PHI,MIA,21.0
Ben Simmons,3,0.0,0,4,4,6,0,44.4,9,1,50.0,6,4,5,11,33:24,-11,6,1,0,"FEB 27, 2018",908,24,24,27,26,17,28,28,29,102,101,"Mott""""","Spooner""""",Holtkamp,MIAMI,PHI,MIA,22.0
Marco Belinelli,3,50.0,4,1,2,0,2,50.0,8,0,100,3,4,0,13,26:28,-1,2,0,1,"FEB 27, 2018",908,24,24,27,26,17,28,28,29,102,101,"Mott""""","Spooner""""",Holtkamp,MIAMI,PHI,MIA,19.0
Amir Johnson,0,0.0,0,1,3,5,0,0.0,3,3,0.0,0,0,2,0,12:37,-11,1,0,0,"FEB 27, 2018",908,24,24,27,26,17,28,28,29,102,101,"Mott""""","Spooner""""",Holtkamp,MIAMI,PHI,MIA,5.5
TJ McConnell,0,50.0,2,1,1,3,1,42.9,7,1,0.0,0,3,2,7,24:08,11,3,0,3,"FEB 27, 2018",908,24,24,27,26,17,28,28,29,102,101,"Mott""""","Spooner""""",Holtkamp,MIAMI,PHI,MIA,24.5
Richaun Holmes,2,0.0,0,2,2,7,0,66.7,3,1,100,2,2,6,6,16:41,9,1,2,0,"FEB 27, 2018",908,24,24,27,26,17,28,28,29,102,101,"Mott""""","Spooner""""",Holtkamp,MIAMI,PHI,MIA,16.5
Jerryd Bayless,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"FEB 27, 2018",908,24,24,27,26,17,28,28,29,102,101,"Mott""""","Spooner""""",Holtkamp,MIAMI,PHI,MIA,NA
