,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Dennis Smith,6,60.0,5,3,1,4,3,41.7,12,0,85.7,7,5,4,19,27:31,0,6,0,1,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,32.0
Salah Mejri,1,0.0,0,0,4,3,0,80.0,5,0,25.0,4,4,3,9,22:14,12,0,2,0,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,17.0
Devin Harris,1,50.0,4,0,3,0,2,37.5,8,0,50.0,2,3,0,9,15:56,2,0,0,0,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,12.0
JJ Barea,0,50.0,4,1,0,7,2,55.6,9,0,0.0,0,5,7,12,25:08,9,11,0,0,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,38.5
Dwight Powell,0,0.0,0,0,1,4,0,60.0,5,2,0.0,0,3,2,6,15:07,-7,0,1,2,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,19.0
Yogi Ferrell,0,40.0,5,1,2,3,2,42.9,7,1,0.0,0,3,2,8,25:54,-8,1,0,2,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,21.5
Kyle Collinsworth,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,NA
Josh McRoberts,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,NA
Johnathan Motley,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,NA
Paul George,9,57.1,7,1,4,1,4,50.0,12,0,81.8,11,6,1,25,34:30,-2,2,2,1,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,36.0
Carmelo Anthony,3,57.1,7,2,4,2,4,46.7,15,1,75.0,4,7,1,21,32:04,-8,3,0,0,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,30.5
Steven Adams,0,0.0,0,3,4,8,0,62.5,8,5,0.0,0,5,3,10,31:28,-1,0,0,1,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,18.0
Josh Huestis,0,0.0,3,1,0,1,0,0.0,3,0,0.0,0,0,1,0,19:14,-2,0,1,1,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,6.0
Russell Westbrook,4,0.0,4,2,2,15,0,60.7,28,1,57.1,7,17,14,38,36:45,0,11,0,1,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,66.5
Alex Abrines,0,100,1,0,4,1,1,33.3,3,1,0.0,0,1,0,3,14:46,-2,0,0,0,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,6.0
Raymond Felton,1,25.0,4,1,0,6,1,50.0,10,1,100,1,5,5,12,22:34,-8,1,0,0,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,19.5
Jerami Grant,0,0.0,3,0,0,7,0,16.7,6,2,0.0,0,1,5,2,21:31,5,0,1,0,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,12.0
Patrick Patterson,0,0.0,2,0,0,2,0,0.0,2,0,0.0,0,0,2,0,13:21,1,1,0,0,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,3.5
Terrance Ferguson,0,0.0,1,1,2,2,0,50.0,2,0,0.0,0,1,2,2,13:47,2,0,0,0,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,3.0
Nick Collison,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,NA
Dakari Johnson,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,NA
Kyle Singler,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",541,35,22,27,32,32,31,22,28,113,116,"Davis""""","Tiven""""",Taylor,DALLAS,DAL,OKC,NA
Michael KiddGilchrist,2,0.0,0,1,5,7,0,50.0,4,4,100,2,2,3,6,20:48,-1,3,0,0,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,14.5
Marvin Williams,0,0.0,3,1,2,2,0,0.0,6,0,0.0,0,0,2,0,16:32,-3,0,0,2,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,7.0
Dwight Howard,2,0.0,1,5,4,10,0,11.1,9,1,100,2,1,9,4,34:09,-18,2,0,2,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,16.0
Nicolas Batum,0,14.3,7,2,0,5,1,28.6,14,1,0.0,0,4,4,9,28:31,-14,6,1,0,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,26.0
Kemba Walker,4,40.0,10,1,1,1,4,52.4,21,0,57.1,7,11,1,30,33:26,-21,2,0,2,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,43.0
Jeremy Lamb,3,33.3,3,2,0,5,1,36.4,11,1,75.0,4,4,4,12,24:17,-2,5,0,3,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,30.5
Frank Kaminsky,2,50.0,4,1,3,8,2,50.0,12,2,100,2,6,6,16,30:36,-3,1,2,1,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,35.5
Michael CarterWilliams,0,0.0,1,1,1,5,0,50.0,2,3,0.0,0,1,2,2,16:50,12,2,0,0,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,9.0
Treveon Graham,0,75.0,4,2,2,2,3,42.9,7,1,0.0,0,3,1,9,20:60,0,2,0,0,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,18.0
Johnny OBryant,2,0.0,0,1,3,2,0,57.1,7,2,100,2,4,0,10,13:51,10,0,0,0,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,9.0
Dwayne Bacon,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,NA
Malik Monk,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,NA
Julyan Stone,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,NA
CJ Williams,0,0.0,3,1,2,1,0,33.3,6,0,0.0,0,2,1,4,33:50,24,1,0,2,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,11.5
Blake Griffin,5,33.3,6,4,3,7,2,52.9,17,0,83.3,6,9,7,25,33:07,19,6,2,1,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,45.0
DeAndre Jordan,6,0.0,0,1,3,16,0,33.3,3,2,100,6,1,14,8,36:15,23,2,1,0,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,23.0
Jawun Evans,0,0.0,1,1,4,4,0,33.3,6,1,0.0,0,2,3,4,13:50,2,2,0,1,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,13.0
Milos Teodosic,0,28.6,7,3,3,1,2,30.0,10,0,0.0,0,3,1,8,27:31,2,5,0,0,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,17.5
Lou Williams,10,66.7,9,1,2,2,6,57.1,21,0,90.9,11,12,2,40,37:03,5,8,0,1,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,58.0
Wesley Johnson,2,0.0,2,1,1,7,0,33.3,3,1,100,2,1,6,4,25:43,5,0,1,1,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,14.0
Sam Dekker,1,0.0,0,2,1,2,0,60.0,5,1,50.0,2,3,1,7,16:04,-14,0,0,2,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,12.0
Montrezl Harrell,0,0.0,0,1,0,1,0,60.0,5,1,0.0,0,3,0,6,11:45,-15,0,1,0,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,9.0
Sindarius Thornwell,0,0.0,0,1,2,1,0,0.0,0,0,0.0,0,0,1,0,4:52,-11,0,0,1,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,3.0
Willie Reed,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,NA
Austin Rivers,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DND,NA,NA,NA,NA,"DEC 31, 2017",542,22,30,14,32,29,13,33,31,106,98,"Corbin""""","Lane""""",Van,LA,CHA,LAC,NA
Dillon Brooks,1,0.0,0,0,0,3,0,66.7,3,0,50.0,2,2,3,5,18:39,-6,1,0,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,8.5
JaMychal Green,2,50.0,2,3,2,4,1,50.0,4,1,100,2,2,3,7,18:59,16,1,0,2,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,15.5
Marc Gasol,0,25.0,4,2,3,2,1,33.3,9,0,0.0,2,3,2,7,24:15,20,3,4,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,25.5
Andrew Harrison,1,0.0,1,1,1,5,0,40.0,5,0,33.3,3,2,5,5,18:59,0,1,0,2,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,15.5
Tyreke Evans,1,71.4,7,2,2,7,5,62.5,16,1,100,1,10,6,26,25:40,23,5,0,1,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,50.5
Jarell Martin,0,100,1,1,4,1,1,62.5,8,0,0.0,0,5,1,11,24:06,4,2,1,2,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,25.0
James Ennis,3,50.0,2,0,0,6,1,75.0,4,2,100,3,3,4,10,17:21,33,0,1,1,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,21.0
Kobi Simmons,3,0.0,1,3,1,1,0,25.0,4,0,100,3,1,1,5,21:04,-6,1,0,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,1.5
Mario Chalmers,2,50.0,4,3,3,2,2,50.0,4,0,100,2,2,2,8,13:25,10,3,0,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,13.5
Wayne Selden,3,25.0,4,1,1,1,1,42.9,7,0,75.0,4,3,1,10,16:52,9,3,0,1,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,16.5
Deyonta Davis,0,0.0,0,0,1,9,0,71.4,7,0,0.0,0,5,9,10,23:45,-2,1,0,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,20.5
Brandan Wright,0,0.0,0,0,0,1,0,100,1,1,0.0,0,1,0,2,4:56,-2,0,1,1,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,9.0
Ben McLemore,2,50.0,4,0,3,2,2,50.0,4,1,100,2,2,1,8,12:00,-9,1,1,1,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,19.5
Garrett Temple,0,50.0,2,2,2,3,1,66.7,9,2,0.0,1,6,1,13,21:56,-21,3,1,1,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,26.5
Zach Randolph,0,0.0,0,1,1,6,0,28.6,7,2,0.0,2,2,4,4,18:28,-13,1,0,1,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,13.5
Kosta Koufos,0,0.0,0,2,2,5,0,0.0,4,2,0.0,2,0,3,0,9:58,-16,1,0,1,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,7.5
Bogdan Bogdanovic,0,40.0,5,3,4,5,2,42.9,7,1,0.0,0,3,4,8,27:43,-16,5,0,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,21.5
George Hill,0,25.0,4,1,1,1,1,40.0,10,0,0.0,0,4,1,9,23:44,-18,2,0,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,14.0
Frank Mason,4,0.0,0,0,2,0,0,50.0,2,0,66.7,6,1,0,6,4:56,-6,1,0,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,3.5
Willie CauleyStein,5,0.0,0,2,0,8,0,57.1,14,2,55.6,9,8,6,21,28:50,-12,1,0,2,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,29.5
Buddy Hield,2,42.9,7,1,1,1,3,35.7,14,0,66.7,3,5,1,15,30:31,5,2,1,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,25.0
Skal Labissiere,0,0.0,0,1,3,2,0,75.0,4,0,0.0,0,3,2,6,19:56,-4,1,0,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,8.5
Vince Carter,0,0.0,1,0,3,3,0,0.0,2,1,0.0,0,0,2,0,15:22,-14,0,0,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,3.0
Justin Jackson,2,50.0,2,0,0,1,1,50.0,4,0,100,2,2,1,7,10:42,9,1,0,1,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,12.5
Malachi Richardson,0,33.3,3,2,1,2,1,50.0,6,0,0.0,0,3,2,7,18:42,6,2,0,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,12.0
Georgios Papagiannis,0,0.0,0,1,1,5,0,0.0,3,2,0.0,0,0,3,0,9:12,10,0,0,0,"DEC 31, 2017",543,36,28,26,24,22,24,17,33,96,114,"Fraher""""","Barnaky""""",Ervin,MEMPHIS,MEM,SAC,4.0
Dario Saric,5,80.0,5,4,3,4,4,69.2,13,2,100,5,9,2,27,30:02,14,2,1,3,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,45.0
Robert Covington,0,40.0,5,1,4,5,2,40.0,10,1,0.0,0,4,4,10,23:31,11,0,0,1,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,21.0
Joel Embiid,6,0.0,3,7,5,9,0,57.1,14,1,75.0,8,8,8,22,31:15,32,5,2,1,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,34.5
JJ Redick,7,37.5,8,0,5,1,3,46.2,13,0,87.5,8,6,1,22,28:49,23,3,0,0,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,26.5
Ben Simmons,7,0.0,0,5,5,9,0,63.6,11,0,63.6,11,7,9,21,32:07,9,6,3,3,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,45.0
Amir Johnson,0,0.0,0,0,2,6,0,50.0,2,3,0.0,0,1,3,2,16:04,-19,3,0,0,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,12.5
TJ McConnell,0,0.0,0,2,0,5,0,80.0,5,1,0.0,0,4,4,8,27:28,-2,1,0,2,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,18.5
Jerryd Bayless,0,50.0,2,1,4,2,1,42.9,7,1,0.0,0,3,1,7,25:04,-10,2,1,0,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,16.0
Trevor Booker,0,0.0,0,0,2,1,0,100,1,1,0.0,0,1,0,2,15:07,1,1,0,1,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,7.5
Timothe LuwawuCabarrot,2,0.0,1,1,2,2,0,0.0,1,1,100,2,0,1,2,10:33,6,1,0,0,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,2.5
Richaun Holmes,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,NA
Jacob Pullen,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,NA
TJ Warren,6,0.0,2,3,2,3,0,55.0,20,0,75.0,8,11,3,28,32:06,-5,1,0,1,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,26.5
Marquese Chriss,2,66.7,3,4,6,7,2,66.7,6,1,66.7,3,4,6,12,20:03,1,2,2,1,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,29.0
Tyson Chandler,0,0.0,0,1,4,11,0,62.5,8,6,0.0,2,5,5,10,30:47,-13,0,1,0,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,23.0
Devin Booker,11,50.0,10,6,4,5,5,36.4,22,0,91.7,12,8,5,32,39:24,-1,6,0,0,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,39.0
Tyler Ulis,0,0.0,1,0,3,2,0,16.7,6,1,0.0,0,1,1,2,22:28,4,6,0,4,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,25.0
Alex Len,3,0.0,0,0,3,3,0,0.0,1,1,75.0,4,0,2,3,17:13,0,0,1,0,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,6.0
Isaiah Canaan,0,50.0,2,1,2,1,1,66.7,6,0,0.0,0,4,1,9,17:35,-8,1,0,1,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,15.5
Dragan Bender,0,100,1,1,2,0,1,33.3,3,0,0.0,0,1,0,3,21:42,-18,2,0,0,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,7.0
Josh Jackson,2,0.0,2,0,1,2,0,20.0,10,2,66.7,3,2,0,6,11:51,-7,0,0,1,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,9.0
Troy Daniels,2,16.7,6,0,1,1,1,16.7,6,1,100,2,1,0,5,20:36,-22,0,0,0,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,6.0
Jared Dudley,0,0.0,0,0,1,0,0,0.0,0,0,0.0,0,0,0,0,6:15,4,0,0,1,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,3.0
Greg Monroe,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,"DEC 31, 2017",544,38,25,29,31,32,17,40,21,110,123,"Wright""""","Buchert""""",Sterling,PHILADELPHIA,PHI,PHX,NA
Jonathon Simmons,3,20.0,5,1,1,5,1,25.0,12,3,75.0,4,3,2,10,30:15,-10,3,0,1,"JAN 1, 2018",545,27,21,22,25,22,25,24,27,98,95,"Kennedy""""","Petraitis""""",Acosta,BROOKLYN,ORL,BKN,20.5
Aaron Gordon,2,25.0,8,2,2,12,2,40.0,20,1,66.7,3,8,11,20,40:36,-5,0,0,1,"JAN 1, 2018",545,27,21,22,25,22,25,24,27,98,95,"Kennedy""""","Petraitis""""",Acosta,BROOKLYN,ORL,BKN,35.0
Bismack Biyombo,5,0.0,0,1,3,17,0,44.4,9,9,83.3,6,4,8,13,28:34,-4,0,3,0,"JAN 1, 2018",545,27,21,22,25,22,25,24,27,98,95,"Kennedy""""","Petraitis""""",Acosta,BROOKLYN,ORL,BKN,33.0
Evan Fournier,5,0.0,4,1,5,0,0,26.7,15,0,100,5,4,0,13,32:30,1,1,1,1,"JAN 1, 2018",545,27,21,22,25,22,25,24,27,98,95,"Kennedy""""","Petraitis""""",Acosta,BROOKLYN,ORL,BKN,14.5
Elfrid Payton,2,33.3,3,3,2,4,1,46.7,15,1,66.7,3,7,3,17,32:02,0,7,1,2,"JAN 1, 2018",545,27,21,22,25,22,25,24,27,98,95,"Kennedy""""","Petraitis""""",Acosta,BROOKLYN,ORL,BKN,37.5
Arron Afflalo,0,0.0,1,2,0,0,0,50.0,2,0,0.0,0,1,0,2,8:06,5,1,0,0,"JAN 1, 2018",545,27,21,22,25,22,25,24,27,98,95,"Kennedy""""","Petraitis""""",Acosta,BROOKLYN,ORL,BKN,1.5
Marreese Speights,1,50.0,2,1,2,7,1,60.0,5,1,50.0,2,3,6,8,16:05,6,1,0,0,"JAN 1, 2018",545,27,21,22,25,22,25,24,27,98,95,"Kennedy""""","Petraitis""""",Acosta,BROOKLYN,ORL,BKN,16.5
DJ Augustin,1,0.0,3,1,1,1,0,20.0,5,0,50.0,2,1,1,3,15:58,-3,2,0,0,"JAN 1, 2018",545,27,21,22,25,22,25,24,27,98,95,"Kennedy""""","Petraitis""""",Acosta,BROOKLYN,ORL,BKN,5.0
Mario Hezonja,0,0.0,2,0,0,2,0,28.6,7,1,0.0,0,2,1,4,16:51,-4,0,0,0,"JAN 1, 2018",545,27,21,22,25,22,25,24,27,98,95,"Kennedy""""","Petraitis""""",Acosta,BROOKLYN,ORL,BKN,6.0
