Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1QH,2QH,3QH,4QH,1QA,2QA,3QA,4QA,Total_H,Total_A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score,Season_Year,Years,Pos,Ht,Wt,Last_Game_TOV,AverageTOV,Last_Game_REB,AverageREB,Last_Game_3PM,Average3PM,Last_Game_FGM,AverageFGM,Last_Game_PTS,AveragePTS,Last_Game_AST,AverageAST,Last_Game_STL,AverageSTL,Last_Game_BLK,AverageBLK
Kelly Oubre,3,33.3,6,0,3,4,2,50,14,1,75,4,7,3,19,29:29:00,14,4,2,1,11/18/2018,236,32,30,29,28,25,16,29,39,109,119,"Washington""","Forte""",Orr,PORTLAND,POR,WAS,39,2019,4,F,7-Jun,205,0,0.4,4,4.4,1,0.8,5,4,18,12.8,1,1.6,0,0.6,1,1
Kelly Oubre,0,100,1,1,5,1,1,25,4,0,0,0,1,1,3,12:09,-8,0,0,1,11/20/2018,248,40,33,22,23,21,33,32,39,125,118,"Richardson""","Boland""",Goble,WASHINGTON,LAC,WAS,8,2019,4,F,7-Jun,205,0,0.6,4,3.8,2,0.8,7,3.2,19,9.8,4,1.4,2,0.6,1,1
Kelly Oubre,3,0,6,0,4,6,0,35.7,14,1,100,3,5,5,13,24:47:00,-6,1,0,0,11/23/2018,268,34,26,30,19,28,31,28,27,114,109,"Foster""","Forte""",Ransom,NEW,NOP,NYK,18,2019,4,F,7-Jun,205,1,0.6,1,4.4,1,0.8,1,4.2,3,12.2,0,1.4,0,0.6,1,0.8
Kelly Oubre,0,40,5,1,1,4,2,45.5,11,0,0,0,5,4,12,22:50,6,1,2,3,11/24/2018,277,34,34,23,23,37,31,22,34,124,114,"Collins""","Zarba""",Petraitis,WASHINGTON,NOP,WAS,36,2019,4,F,7-Jun,205,0,0.4,6,3.8,0,1.2,5,4.6,13,13,1,1.4,0,0.8,0,1.2
Zaza Pachulia,2,0,0,0,3,3,0,0,3,1,100,2,0,2,2,9:20,0,0,0,1,11/19/2018,239,27,19,23,33,38,28,27,20,113,102,"Foster""","Tiven""",Acosta,DETROIT,CLE,DET,6,2019,16,C,11-Jun,270,1,0.8,1,3,0,0,1,0.8,3,2.4,0,0,0,0,0,0.2
Zaza Pachulia,2,0,0,1,0,2,0,50,4,2,100,2,2,0,6,7:16,-7,0,0,0,11/21/2018,257,29,28,26,41,31,25,37,33,126,124,"Kirkland""","Taylor""",Sterling,HOUSTON,DET,HOU,5,2019,16,C,11-Jun,270,0,0.8,3,2.4,0,0,0,1,2,3.2,0,0,0,0,1,0.2
Zaza Pachulia,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,4:18,-5,0,0,0,11/23/2018,266,30,26,23,19,34,27,17,20,116,111,"Blair""","Fitzgerald""",Adair,DETROIT,HOU,DET,1,2019,16,C,11-Jun,270,1,0.6,2,2.4,0,0,2,0.8,6,2.6,0,0,0,0,0,0.2
Jabari Parker,8,0,1,3,2,13,0,60,10,2,80,10,6,11,20,39:37:00,14,8,0,2,11/21/2018,256,28,41,24,23,25,39,30,30,124,116,"Corbin""","Smith""",Sago,CHICAGO,PHX,CHI,40,2019,5,F,8-Jun,250,3,3.2,6,7.6,2,1.4,5,6.4,12,16.6,2,3.4,0,0.2,2,0.8
Jabari Parker,7,0,4,3,4,10,0,44.4,18,3,88,8,8,7,23,38:52:00,-1,1,1,1,11/23/2018,270,28,32,18,25,26,13,30,27,96,103,"Mott""","Wall""",Goble,MIAMI,MIA,CHI,31,2019,5,F,8-Jun,250,3,3.6,13,8.4,0,1.4,6,6.8,20,18,8,3.2,0,0.4,2,1
Jabari Parker,2,60,5,3,4,7,3,61.1,18,0,50,4,11,7,27,38:30:00,-9,4,1,1,11/24/2018,278,22,28,29,17,20,29,35,27,111,96,"Phillips""","Fraher""",Nansel,MINNESOTA,CHI,MIN,47,2019,5,F,8-Jun,250,3,3.2,10,8.8,0,1.6,8,7.8,23,20.6,1,3.6,1,0.4,1,1.2
Tony Parker,1,0,1,0,1,0,0,60,5,0,50,2,3,0,7,20:15,-2,4,0,1,11/19/2018,238,24,32,31,25,29,25,30,33,117,112,"Davis""","Taylor""",Smith,CHARLOTTE,BOS,CHA,15,2019,18,G,2-Jun,185,1,0.8,3,2.6,0,0.4,1,4,2,8.8,5,3.8,0,0.2,0,0.2
Tony Parker,1,0,1,1,1,2,0,20,5,0,50,2,1,2,3,20:45,1,3,0,0,11/21/2018,251,30,30,24,25,35,33,37,22,127,109,"Lewis""","Ford""",Scott,CHARLOTTE,IND,CHA,8,2019,18,G,2-Jun,185,0,0.8,0,2.4,0,0.4,3,4,7,9,4,3.4,0,0.2,1,0.2
Patrick Patterson,1,33.3,3,0,0,3,1,20,5,1,50,2,1,2,4,15:35,-4,0,0,0,11/17/2018,232,30,17,32,31,25,17,23,35,100,110,"Callahan""","Wall""",Collins,OKLAHOMA,OKC,PHX,8,2019,9,F,9-Jun,230,1,0.6,2,2.2,0,0.6,2,1.8,5,4.8,1,0.6,0,0,1,0.4
Patrick Patterson,0,0,5,0,0,1,0,0,5,0,0,0,0,1,0,15:10,1,2,0,0,11/19/2018,246,24,32,29,28,37,32,15,33,117,113,"Mott""","Ayotte""",Van,SACRAMENTO,OKC,SAC,4,2019,9,F,9-Jun,230,0,0.4,3,2,1,0.6,1,1.4,4,3.8,0,0.8,0,0,0,0.2
Patrick Patterson,0,0,2,1,1,5,0,0,3,1,0,0,0,4,0,13:31,3,0,0,0,11/21/2018,263,23,37,27,36,18,28,33,16,95,123,"Malloy""","Buchert""",Twardoski,OKLAHOMA,OKC,GSW,4,2019,9,F,9-Jun,230,0,0.4,1,2.4,0,0.4,0,1,0,2.8,2,0.8,0,0,0,0.2
Patrick Patterson,0,0,2,0,0,1,0,0,3,0,0,0,0,1,0,12:52,-5,1,0,0,11/23/2018,271,31,26,23,24,33,29,27,20,109,104,"Washington""","Maddox""",Acosta,OKLAHOMA,CHA,OKC,3,2019,9,F,9-Jun,230,1,0.4,5,2.4,0,0.2,0,0.6,0,1.8,0,0.8,0,0,0,0.2
Patrick Patterson,0,0,2,0,0,2,0,0,3,1,0,0,0,1,0,9:00,-10,0,0,1,11/24/2018,279,33,30,16,26,23,19,24,32,98,105,"Wright""","Scott""",Moyer-Gleich,DENVER,DEN,OKC,5,2019,9,F,9-Jun,230,0,0.2,1,2.4,0,0.2,0,0.2,0,0.8,1,0.6,0,0,0,0.2
Chris Paul,4,75,8,8,4,4,6,77.8,9,0,80,5,7,4,24,32:49:00,19,9,0,1,11/17/2018,230,29,30,27,26,36,35,38,23,132,112,"Corbin""","DeRosa""",Blair,HOUSTON,SAC,HOU,45,2019,14,G,Jun-00,175,2,3.2,5,4.6,2,3.6,4,6,10,18.8,7,5.8,2,0.6,3,2.4
Chris Paul,3,16.7,6,3,3,2,1,50,16,0,75,4,8,2,20,35:09:00,-9,7,0,1,11/21/2018,257,29,28,26,41,31,25,37,33,126,124,"Kirkland""","Taylor""",Sterling,HOUSTON,DET,HOU,32,2019,14,G,Jun-00,175,8,3.6,4,4.2,6,3.4,7,6.8,24,20.2,9,6.4,0,0.4,1,2
Chris Paul,4,33.3,6,2,5,4,2,43.8,16,1,100,4,7,3,20,36:55:00,-13,9,0,0,11/23/2018,266,30,26,23,19,34,27,17,20,116,111,"Blair""","Fitzgerald""",Adair,DETROIT,HOU,DET,36,2019,14,G,Jun-00,175,3,3.6,2,4,1,2.8,8,6.6,20,19,7,7.2,0,0.4,1,1.4
Cameron Payne,0,100,1,0,0,4,1,100,1,0,0,0,1,4,3,8:01,8,1,0,0,11/21/2018,256,28,41,24,23,25,39,30,30,124,116,"Corbin""","Smith""",Sago,CHICAGO,PHX,CHI,11,2019,4,G,3-Jun,185,2,1,3,2.2,0,0.2,2,1.2,4,3,4,1.8,1,0.4,1,0.6
Cameron Payne,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,5:49,-8,0,0,0,11/23/2018,270,28,32,18,25,26,13,30,27,96,103,"Mott""","Wall""",Goble,MIAMI,MIA,CHI,1,2019,4,G,3-Jun,185,0,0.8,4,2,1,0.2,1,0.8,3,2.2,1,1,0,0.2,0,0.4
Cameron Payne,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,6:37,-7,1,0,0,11/24/2018,278,22,28,29,17,20,29,35,27,111,96,"Phillips""","Fraher""",Nansel,MINNESOTA,CHI,MIN,2,2019,4,G,3-Jun,185,1,0.6,2,1.8,0,0.2,0,0.6,0,1.8,0,1.2,0,0.2,0,0.4
Mason Plumlee,1,0,0,2,2,5,0,66.7,3,3,50,2,2,2,5,15:26,10,1,2,0,11/19/2018,244,29,27,21,21,25,21,32,26,104,98,"Corbin""","Richardson""",Lewis,MILWAUKEE,DEN,MIL,15,2019,6,C-F,11-Jun,245,1,1.2,5,3.6,0,0,2,1.4,4,4,1,1.8,1,0.8,3,0.8
Mason Plumlee,0,0,0,1,3,4,0,66.7,3,1,0,0,2,3,4,17:34,4,7,1,3,11/21/2018,259,23,27,35,18,25,31,18,27,101,103,"Lindsay""","Workman""",Tiven,DENVER,DEN,MIN,30,2019,6,C-F,11-Jun,245,2,1.4,5,4.2,0,0,2,1.8,5,4.6,1,2.8,2,0.8,0,1.4
Mason Plumlee,3,0,0,0,3,11,0,75,8,3,100,3,6,8,15,20:52,23,4,2,2,11/23/2018,273,19,22,27,19,21,33,26,32,112,87,"DeRosa""","Malloy""",Twardoski,DENVER,ORL,DEN,41,2019,6,C-F,11-Jun,245,1,1.4,4,6,0,0,2,2.8,4,6.8,7,2.8,1,1.2,3,1.6
Mason Plumlee,3,0,0,2,4,7,0,50,8,3,50,6,4,4,11,20:50,-8,2,4,0,11/24/2018,279,33,30,16,26,23,19,24,32,98,105,"Wright""","Scott""",Moyer-Gleich,DENVER,DEN,OKC,28,2019,6,C-F,11-Jun,245,0,1.2,11,6.4,0,0,6,3.2,15,7.8,4,3,2,2,2,1.6
Miles Plumlee,1,0,0,0,1,2,0,60,5,1,50,2,3,1,7,14:27,-5,2,0,1,11/21/2018,253,29,26,31,38,24,20,29,35,108,124,"Richardson""","Orr""",Williams,TORONTO,TOR,ATL,14,2019,7,C-F,11-Jun,249,2,0.8,3,2.8,0,0,1,1.6,3,4.4,0,1.2,1,0.6,0,0.6
Miles Plumlee,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4:04,-2,0,0,0,11/23/2018,267,45,16,21,32,23,22,19,32,96,114,"Wright""","Tiven""",Goldenberg,BOSTON,BOS,ATL,0,2019,7,C-F,11-Jun,249,0,0.4,2,2.2,0,0,3,1.4,7,3.8,2,1.2,0,0.4,1,0.6
Jakob Poeltl,0,0,0,1,0,5,0,100,2,4,0,2,2,1,4,7:54,-3,0,0,1,11/18/2018,237,27,21,22,22,33,23,23,25,104,92,"Garretson""","Guthrie""",Ervin,SAN,GSW,SAS,11,2019,3,C,Jul-00,248,0,0.6,4,5.2,0,0,2,1.6,6,4.8,0,0.4,1,0.8,0,0.4
Jakob Poeltl,3,0,0,1,2,4,0,66.7,6,3,50,6,4,1,11,15:01,7,0,0,1,11/19/2018,245,39,28,30,29,30,38,40,32,140,126,"Smith""","Wright""",Kogut,NEW,SAS,NOP,14,2019,3,C,Jul-00,248,1,0.8,5,5.2,0,0,2,2,4,5.8,0,0.4,0,0.6,1,0.6
Jakob Poeltl,0,0,0,0,0,1,0,100,1,0,0,0,1,1,2,5:49,10,0,1,0,11/21/2018,261,30,31,20,23,32,27,18,26,103,104,"Forte""","Barnaky""",Goble,MEMPHIS,MEM,SAS,6,2019,3,C,Jul-00,248,1,0.8,4,4.6,0,0,4,2.2,11,6,0,0.2,0,0.8,1,0.6
Jakob Poeltl,2,0,0,3,1,4,0,66.7,3,2,100,2,2,2,6,15:25,-11,1,1,0,11/23/2018,269,29,25,28,29,23,22,24,31,100,111,"Corbin""","Brown""",Nansel,SAN,SAS,IND,10,2019,3,C,Jul-00,248,0,1,1,3.6,0,0,1,2.2,2,5.8,0,0.2,1,0.6,0,0.4
Jakob Poeltl,3,0,0,1,1,5,0,50,4,4,100,3,2,1,7,14:03,23,2,1,0,11/24/2018,281,36,32,34,27,37,30,28,40,135,129,"Workman""","Fitzgerald""",Taylor,MILWAUKEE,SAS,MIL,14,2019,3,C,Jul-00,248,3,1.2,4,3.8,0,0,2,2.2,6,6,1,0.6,1,0.6,0,0.4
Quincy Pondexter,0,0,0,1,0,0,0,100,1,0,0,0,1,0,2,2:35,-2,0,0,0,11/18/2018,237,27,21,22,22,33,23,23,25,104,92,"Garretson""","Guthrie""",Ervin,SAN,GSW,SAS,1,2019,9,G-F,7-Jun,220,0,0.4,0,0.6,0,0.2,0,0.6,0,2.4,0,0.6,0,0,0,0
Quincy Pondexter,2,0,0,0,1,3,0,100,1,0,100,2,1,3,4,6:20,6,0,0,1,11/19/2018,245,39,28,30,29,30,38,40,32,140,126,"Smith""","Wright""",Kogut,NEW,SAS,NOP,8,2019,9,G-F,7-Jun,220,1,0.4,0,0.8,0,0,1,0.6,2,1.6,0,0.6,0,0,0,0.2
Quincy Pondexter,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2:00,-2,0,0,0,11/21/2018,261,30,31,20,23,32,27,18,26,103,104,"Forte""","Barnaky""",Goble,MEMPHIS,MEM,SAS,0,2019,9,G-F,7-Jun,220,0,0.4,3,0.8,0,0,1,0.6,4,1.6,0,0.2,0,0,1,0.2
Quincy Pondexter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:14,-2,0,0,0,11/23/2018,269,29,25,28,29,23,22,24,31,100,111,"Corbin""","Brown""",Nansel,SAN,SAS,IND,0,2019,9,G-F,7-Jun,220,0,0.2,0,0.6,0,0,0,0.4,0,1.2,0,0,0,0,0,0.2
Quincy Pondexter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:07,0,0,0,0,11/24/2018,281,36,32,34,27,37,30,28,40,135,129,"Workman""","Fitzgerald""",Taylor,MILWAUKEE,SAS,MIL,0,2019,9,G-F,7-Jun,220,0,0.2,0,0.6,0,0,0,0.4,0,1.2,0,0,0,0,0,0.2
Otto Porter,2,100,1,2,0,4,1,62.5,8,0,50,4,5,4,13,28:15:00,-26,2,1,0,11/18/2018,236,32,30,29,28,25,16,29,39,109,119,"Washington""","Forte""",Orr,PORTLAND,POR,WAS,21,2019,6,F,8-Jun,198,2,1.8,6,4,0,0.8,3,4,8,10,2,2.6,0,0.4,1,0.8
Otto Porter,2,25,4,0,1,14,1,44.4,9,1,100,2,4,13,11,37:37:00,10,2,1,2,11/20/2018,248,40,33,22,23,21,33,32,39,125,118,"Richardson""","Boland""",Goble,WASHINGTON,LAC,WAS,37,2019,6,F,8-Jun,198,2,1.4,4,5.6,1,1,5,4.2,13,10.6,2,2.6,1,0.6,0,1
Otto Porter,4,16.7,6,0,2,7,1,50,12,1,100,4,6,6,17,36:10:00,-7,4,0,1,11/23/2018,268,34,26,30,19,28,31,28,27,114,109,"Foster""","Forte""",Ransom,NEW,NOP,NYK,31,2019,6,F,8-Jun,198,0,1.4,14,6.8,1,0.8,4,5,11,12.8,2,2.6,1,0.4,2,1.2
Otto Porter,2,75,4,1,2,7,3,80,15,2,67,3,12,5,29,31:30:00,15,4,0,2,11/24/2018,277,34,34,23,23,37,31,22,34,124,114,"Collins""","Zarba""",Petraitis,WASHINGTON,NOP,WAS,51,2019,6,F,8-Jun,198,0,1,7,7.6,1,1.2,6,6,17,15.6,4,2.8,0,0.4,1,1.2
Dwight Powell,1,0,1,0,1,4,0,50,6,2,100,1,3,2,7,17:04,-11,0,0,1,11/17/2018,231,22,37,27,23,26,31,25,30,112,109,"Fraher""","Taylor""",Van,DALLAS,GSW,DAL,13,2019,5,F-C,11-Jun,240,1,0.6,5,4.2,1,0.6,4,3.4,13,10.2,4,1.6,1,0.8,1,1
Ivan Rabb,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2:47,-3,0,0,0,11/18/2018,233,17,30,28,25,20,23,19,25,87,100,"Richardson""","Brown""",Maddox,MEMPHIS,MEM,MIN,1,2019,2,F,10-Jun,220,1,0.8,1,1.6,0,0,1,1,2,2,0,0.4,0,0,0,0
Julius Randle,3,0,1,0,2,14,0,69.2,13,6,100,3,9,8,21,25:19:00,12,10,0,1,11/19/2018,245,39,28,30,29,30,38,40,32,140,126,"Smith""","Wright""",Kogut,NEW,SAS,NOP,50,2019,5,F-C,9-Jun,250,1,2.2,10,10,0,0,8,6.4,21,16.2,3,3.8,1,0.2,3,1
Julius Randle,8,100,2,2,5,10,2,46.2,13,4,89,9,6,6,22,28:07:00,-10,3,1,0,11/21/2018,252,23,34,30,33,38,29,29,25,121,120,"Brown""","Scott""",Smith,PHILADELPHIA,NOP,PHI,34,2019,5,F-C,9-Jun,250,0,2.2,14,9.6,0,0.4,9,6.2,21,17.2,10,3.6,0,0.4,1,1
Julius Randle,8,33.3,3,2,4,15,1,62.5,16,2,80,10,10,13,29,38:37:00,-4,7,0,1,11/24/2018,277,34,34,23,23,37,31,22,34,124,114,"Collins""","Zarba""",Petraitis,WASHINGTON,NOP,WAS,50,2019,5,F-C,9-Jun,250,2,1.6,10,12,2,0.6,6,8,22,22.4,3,5,1,0.4,0,1.2
Davon Reed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:54,0,0,0,0,11/19/2018,240,19,28,23,24,32,25,29,35,121,94,"Fraher""","Barnaky""",Taylor,INDIANA,UTA,IND,0,2019,2,G,5-Jun,208,,,,,,,,,,,,,,,,
Davon Reed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3:19,2,0,0,0,11/21/2018,251,30,30,24,25,35,33,37,22,127,109,"Lewis""","Ford""",Scott,CHARLOTTE,IND,CHA,0,2019,2,G,5-Jun,208,0,,0,,0,,0,,0,,0,,0,,0,
Davon Reed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:14,2,0,0,0,11/23/2018,269,29,25,28,29,23,22,24,31,100,111,"Corbin""","Brown""",Nansel,SAN,SAS,IND,0,2019,2,G,5-Jun,208,0,,0,,0,,0,,0,,0,,0,,0,
Josh Richardson,3,0,1,0,5,6,0,63.6,11,0,100,3,7,6,17,24:47:00,0,3,1,1,11/18/2018,234,34,33,25,21,21,31,24,21,97,113,"Wood""","Davis""",Scott,LOS,LAL,MIA,31,2019,4,G,6-Jun,200,3,2.4,4,4,7,4,10,7.2,28,21,2,2.4,0,0.4,1,0.8
Josh Richardson,4,0,5,3,2,4,0,30,20,0,57,7,6,4,16,38:59:00,-17,5,0,2,11/20/2018,249,20,19,35,30,13,29,35,15,92,104,"Orr""","Washington""",Williams,BROOKLYN,BKN,MIA,27,2019,4,G,6-Jun,200,0,2.4,6,4,0,2.6,7,6.4,17,18.6,3,3,1,0.4,1,1
Josh Richardson,2,55.6,9,0,3,2,5,62.5,16,0,100,2,10,2,27,33:49:00,10,3,1,1,11/23/2018,270,28,32,18,25,26,13,30,27,96,103,"Mott""","Wall""",Goble,MIAMI,MIA,CHI,48,2019,4,G,6-Jun,200,3,1.8,4,4.2,0,2.8,6,7.6,16,20.6,5,3.6,0,0.4,2,1
Malachi Richardson,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3:03,-2,0,0,0,11/21/2018,253,29,26,31,38,24,20,29,35,108,124,"Richardson""","Orr""",Williams,TORONTO,TOR,ATL,1,2019,3,G,6-Jun,205,5,2.2,3,1.8,2,0.8,3,1.2,9,3.6,0,0,0,0,1,0.4
Malachi Richardson,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1:14,-4,0,0,0,11/23/2018,268,34,26,30,19,28,31,28,27,114,109,"Foster""","Forte""",Ransom,NEW,NOP,NYK,0,2019,3,G,6-Jun,205,0,1.2,1,1.2,0,0.4,0,0.6,0,1.8,0,0,0,0,0,0.2
Austin Rivers,0,40,5,1,3,3,2,37.5,8,0,0,0,3,3,8,28:37:00,12,1,1,0,11/18/2018,236,32,30,29,28,25,16,29,39,109,119,"Washington""","Forte""",Orr,PORTLAND,POR,WAS,19,2019,7,G,4-Jun,200,0,0.8,3,2.4,0,1.2,0,1.8,0,5.2,0,1,0,0.2,0,0.2
Austin Rivers,2,0,3,0,1,0,0,0,5,0,100,2,0,0,2,13:40,-6,1,0,1,11/20/2018,248,40,33,22,23,21,33,32,39,125,118,"Richardson""","Boland""",Goble,WASHINGTON,LAC,WAS,5,2019,7,G,4-Jun,200,1,0.8,3,1.8,2,1.2,3,1.8,8,5.6,1,1.2,1,0.2,0,0.4
Austin Rivers,0,50,4,2,3,3,2,28.6,7,2,0,0,2,1,6,16:00,-8,0,0,0,11/23/2018,268,34,26,30,19,28,31,28,27,114,109,"Foster""","Forte""",Ransom,NEW,NOP,NYK,11,2019,7,G,4-Jun,200,0,1,0,2.2,0,1.4,0,1.8,2,5.6,1,0.8,0,0.2,1,0.4
Austin Rivers,1,25,4,1,1,2,1,72.7,11,0,100,1,8,2,18,26:59:00,0,2,2,2,11/24/2018,277,34,34,23,23,37,31,22,34,124,114,"Collins""","Zarba""",Petraitis,WASHINGTON,NOP,WAS,35,2019,7,G,4-Jun,200,2,0.8,3,2.2,2,1,2,2.6,6,6.8,0,0.8,0,0.6,0,0.6
Glenn Robinson,0,50,2,0,1,2,1,40,5,0,0,0,2,2,5,19:50,1,3,0,0,11/19/2018,239,27,19,23,33,38,28,27,20,113,102,"Foster""","Tiven""",Acosta,DETROIT,CLE,DET,14,2019,5,G-F,6-Jun,222,1,0.4,1,1.6,1,1,1,1.6,7,5.8,0,1,0,0.4,0,0
Glenn Robinson,2,0,0,0,1,1,0,50,4,0,100,2,2,1,6,12:40,-2,0,0,1,11/21/2018,257,29,28,26,41,31,25,37,33,126,124,"Kirkland""","Taylor""",Sterling,HOUSTON,DET,HOU,8,2019,5,G-F,6-Jun,222,0,0.4,2,1.4,1,0.8,2,1.6,5,6,3,0.8,0,0.2,0,0.2
Glenn Robinson,1,50,2,1,2,2,1,80,5,0,50,2,4,2,10,13:25,3,0,0,0,11/23/2018,266,30,26,23,19,34,27,17,20,116,111,"Blair""","Fitzgerald""",Adair,DETROIT,HOU,DET,12,2019,5,G-F,6-Jun,222,0,0.4,1,1.6,0,0.8,2,2.2,6,6.6,0,0.8,0,0.2,1,0.2
Derrick Rose,4,50,4,2,0,3,2,54.5,11,0,100,4,6,3,18,29:49:00,3,3,0,1,11/18/2018,233,17,30,28,25,20,23,19,25,87,100,"Richardson""","Brown""",Maddox,MEMPHIS,MEM,MIN,27,2019,11,G,3-Jun,190,2,2.4,7,4.2,0,1.6,7,7.2,17,19.6,6,5.4,0,0.4,0,0.6
Derrick Rose,6,33.3,6,1,0,4,2,54.5,11,2,100,6,6,2,20,29:25:00,-4,4,0,1,11/21/2018,259,23,27,35,18,25,31,18,27,101,103,"Lindsay""","Workman""",Tiven,DENVER,DEN,MIN,30,2019,11,G,3-Jun,190,2,2,3,4.6,2,1.4,6,6.8,18,19,3,5,0,0.2,1,0.6
Derrick Rose,1,100,2,2,2,2,2,64.7,17,0,100,1,11,2,25,29:27:00,-10,3,0,0,11/23/2018,264,22,32,35,23,26,23,23,30,102,112,"Boland""","Guthrie""",Petraitis,MINNESOTA,MIN,BKN,33,2019,11,G,3-Jun,190,1,2,4,3.6,2,1.8,6,7.6,20,20.6,4,4.4,0,0.2,1,0.6
Derrick Rose,2,50,4,1,1,2,2,69.2,13,0,100,2,9,2,22,31:08:00,18,4,1,0,11/24/2018,278,22,28,29,17,20,29,35,27,111,96,"Phillips""","Fraher""",Nansel,MINNESOTA,CHI,MIN,34,2019,11,G,3-Jun,190,2,1.6,2,3.6,2,1.6,11,7.8,25,20.4,3,4,0,0.2,0,0.4
Terrence Ross,0,28.6,7,1,1,4,2,30.8,13,0,0,0,4,4,10,22:43,-9,1,1,0,11/18/2018,235,31,35,26,25,44,23,31,33,131,117,"Washington""","Williams""",Ford,ORLANDO,NYK,ORL,22,2019,7,F-G,7-Jun,206,2,1.4,2,3.4,2,3.2,4,5.8,13,16.2,0,1.4,0,0.8,0,0.2
Terrence Ross,0,0,4,1,1,1,0,20,10,0,0,0,2,1,4,20:15,-8,1,0,0,11/20/2018,247,29,18,26,20,17,20,38,16,91,93,"Wall""","Wood""",Fitzgerald,TORONTO,TOR,ORL,6,2019,7,F-G,7-Jun,206,1,1.4,4,3.2,2,2.2,4,4.6,10,12.6,1,1,1,0.4,0,0.2
Terrence Ross,0,80,5,2,3,0,4,87.5,8,0,0,0,7,0,18,22:34,-17,1,0,0,11/23/2018,273,19,22,27,19,21,33,26,32,112,87,"DeRosa""","Malloy""",Twardoski,DENVER,ORL,DEN,26,2019,7,F-G,7-Jun,206,1,1.6,1,2.6,0,2.2,2,4.6,4,12,1,0.8,0,0.2,0,0.2
Terrence Ross,0,57.1,7,3,1,6,4,50,12,0,0,0,6,6,16,28:59:00,6,1,0,2,11/25/2018,283,19,32,35,22,29,23,19,33,104,108,"Mauer""","Dalen""",Lane,ORLANDO,ORL,LAL,35,2019,7,F-G,7-Jun,206,2,1.8,0,2.6,4,2.4,7,4.6,18,12.2,1,0.8,0,0.2,0,0.4
Terry Rozier,0,50,4,1,4,4,2,50,6,1,0,0,3,3,8,19:28,6,4,0,2,11/19/2018,238,24,32,31,25,29,25,30,33,117,112,"Davis""","Taylor""",Smith,CHARLOTTE,BOS,CHA,27,2019,4,G,2-Jun,190,1,0.6,7,3.6,0,0.6,2,3,4,7,3,2.2,0,0,0,0.6
Terry Rozier,0,0,1,1,1,1,0,0,4,0,0,0,0,1,0,15:52,-15,0,0,0,11/21/2018,254,26,39,19,33,18,31,20,40,109,117,"Guthrie""","Kogut""",Green,NEW,NYK,BOS,0,2019,4,G,2-Jun,190,1,0.8,4,3.8,2,0.4,3,2.4,8,5.6,4,2,0,0,2,0.6
Terry Rozier,0,50,4,1,3,3,2,45.5,11,0,0,0,5,3,12,25:04:00,8,3,0,3,11/23/2018,267,45,16,21,32,23,22,19,32,96,114,"Wright""","Tiven""",Goldenberg,BOSTON,BOS,ATL,32,2019,4,G,2-Jun,190,1,1,1,3.6,0,0.8,0,2.4,0,5.6,0,2.2,0,0,0,1
Terry Rozier,1,33.3,3,1,2,1,1,16.7,6,0,50,2,1,1,4,17:17,2,3,0,0,11/24/2018,280,26,30,26,22,32,27,28,26,113,104,"Callahan""","Smith""",Goble,DALLAS,BOS,DAL,10,2019,4,G,2-Jun,190,1,1,3,3.2,2,1,5,2.2,12,5.6,3,2.6,0,0,3,1
Ricky Rubio,3,83.3,6,4,3,4,5,76.9,13,1,75,4,10,3,28,27:52:00,1,6,1,3,11/19/2018,240,19,28,23,24,32,25,29,35,121,94,"Fraher""","Barnaky""",Taylor,INDIANA,UTA,IND,56,2019,8,G,4-Jun,194,1,2.8,4,3.6,2,2,6,5.2,20,15.8,2,3.4,0,0.2,3,2.4
Ricky Rubio,2,42.9,7,1,2,3,3,26.7,15,0,67,3,4,3,13,29:55:00,-4,7,1,1,11/21/2018,262,34,26,24,35,23,31,29,27,110,119,"Mauer""","Dalen""",Lane,SACRAMENTO,SAC,UTA,36,2019,8,G,4-Jun,194,4,2.6,4,3.4,5,2.4,10,5.4,28,17,6,4.4,1,0.4,3,2.4
Ricky Rubio,1,0,4,3,3,1,0,25,12,0,100,1,3,1,7,25:04:00,-6,5,1,2,11/23/2018,275,16,22,25,20,22,16,26,26,90,83,"Garretson""","Ayotte""",Van,LOS,UTA,LAL,21,2019,8,G,4-Jun,194,1,2.4,3,3,3,2.2,4,5.4,13,16.2,7,4.8,1,0.6,1,2
