Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1QH,2QH,3QH,4QH,1QA,2QA,3QA,4QA,Total_H,Total_A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score,Season_Year,Years,Pos,Ht,Wt,Last_Game_TOV,AverageTOV,Last_Game_REB,AverageREB,Last_Game_3PM,Average3PM,Last_Game_FGM,AverageFGM,Last_Game_PTS,AveragePTS,Last_Game_AST,AverageAST,Last_Game_STL,AverageSTL,Last_Game_BLK,AverageBLK
Jabari Parker,0,25,4,2,3,5,1,43.8,16,1,0,0,7,4,15,25:13:00,-14,1,0,1,10/18/2018,14,41,17,18,32,38,27,37,25,127,108,"Mauer""","Fraher""",Buchert,PHILADELPHIA,CHI,PHI,25,2019,5,F,8-Jun,250,,,,,,,,,,,,,,,,
Tony Parker,0,0,0,2,2,3,0,50,8,0,0,0,4,3,8,19:48,5,7,0,0,10/17/2018,3,36,31,26,20,23,31,29,29,112,113,"Corbin""","Foster""",Richardson,MILWAUKEE,MIL,CHA,20,2019,18,G,2-Jun,185,,,,,,,,,,,,,,,,
Chandler Parsons,0,0,5,0,3,1,0,33.3,9,0,0,0,3,1,6,22:33,-19,0,1,1,10/17/2018,5,16,23,19,25,27,29,20,35,111,83,"Brothers""","Taylor""",Van,INDIANA,MEM,IND,13,2019,8,F,10-Jun,230,,,,,,,,,,,,,,,,
Patrick Patterson,2,25,4,1,0,5,1,22.2,9,3,67,3,2,2,7,18:54,3,0,1,1,10/16/2018,2,23,24,32,21,31,26,26,25,108,100,"Zarba""","Forte""",Petraitis,GOLDEN,OKC,GSW,17,2019,9,F,9-Jun,230,,,,,,,,,,,,,,,,
Chris Paul,4,42.9,7,1,3,5,3,50,12,0,80,5,6,5,19,32:21:00,-19,6,0,2,10/17/2018,9,35,36,30,30,29,25,30,28,112,131,"Lewis""","Blair""",Cutler,NEW,NOP,HOU,40,2019,14,G,Jun-00,175,,,,,,,,,,,,,,,,
Cameron Payne,0,0,1,1,1,1,0,0,4,0,0,0,0,1,0,21:34,-18,5,0,1,10/18/2018,14,41,17,18,32,38,27,37,25,127,108,"Mauer""","Fraher""",Buchert,PHILADELPHIA,CHI,PHI,11,2019,4,G,3-Jun,185,,,,,,,,,,,,,,,,
Elfrid Payton,0,0,2,1,3,10,0,38.5,13,1,0,2,5,9,10,36:52:00,23,10,0,1,10/17/2018,9,35,36,30,30,29,25,30,28,112,131,"Lewis""","Blair""",Cutler,NEW,NOP,HOU,37,2019,5,G,4-Jun,185,,,,,,,,,,,,,,,,
Mason Plumlee,0,0,0,1,5,3,0,33.3,3,1,0,2,1,2,2,13:22,0,2,3,0,10/17/2018,12,29,30,15,33,24,30,18,26,98,107,"Richardson""","Phillips""",Twardoski,DENVER,DEN,LAC,16,2019,6,C-F,11-Jun,245,,,,,,,,,,,,,,,,
Miles Plumlee,3,0,0,0,2,0,0,100,2,0,100,3,2,0,7,9:22,-5,0,0,0,10/17/2018,7,24,25,35,23,23,49,34,20,126,107,"Garretson""","Goble""",Kogut,NEW,ATL,NYK,4,2019,7,C-F,11-Jun,249,,,,,,,,,,,,,,,,
Jakob Poeltl,0,0,0,0,3,4,0,50,4,4,0,0,2,0,4,7:52,2,2,0,0,10/17/2018,10,23,29,31,25,31,25,25,31,112,108,"Brown""","Maddox""",Ervin,SAN,MIN,SAS,11,2019,3,C,Jul-00,248,,,,,,,,,,,,,,,,
Otto Porter,3,0,0,0,1,11,0,42.9,7,2,75,4,3,9,9,33:37:00,1,0,3,3,10/18/2018,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""","Wright""",Smith,MIAMI,MIA,WAS,35,2019,6,F,8-Jun,198,,,,,,,,,,,,,,,,
Bobby Portis,1,50,6,0,4,11,3,53.3,15,2,50,2,8,9,20,33:06:00,-3,2,1,1,10/18/2018,14,41,17,18,32,38,27,37,25,127,108,"Mauer""","Fraher""",Buchert,PHILADELPHIA,CHI,PHI,45,2019,4,F,11-Jun,230,,,,,,,,,,,,,,,,
Dwight Powell,4,0,1,0,1,5,0,75,8,2,67,6,6,3,16,17:30,0,0,1,1,10/17/2018,13,24,22,27,27,37,19,27,38,121,100,"Callahan""","Wood""",Scott,PHOENIX,DAL,PHX,23,2019,5,F-C,11-Jun,240,,,,,,,,,,,,,,,,
Norman Powell,0,50,2,0,4,0,1,66.7,3,0,0,0,2,0,5,12:25,0,0,0,0,10/17/2018,8,25,22,28,29,28,32,30,26,116,104,"Ayotte""","Fitzgerald""",Nansel,TORONTO,CLE,TOR,7,2019,4,G,4-Jun,215,,,,,,,,,,,,,,,,
Alex Poythress,0,33.3,3,3,4,2,1,50,8,1,0,1,4,1,9,20:43,-21,0,0,1,10/17/2018,7,24,25,35,23,23,49,34,20,126,107,"Garretson""","Goble""",Kogut,NEW,ATL,NYK,13,2019,3,F,7-Jun,238,,,,,,,,,,,,,,,,
Julius Randle,5,50,4,0,4,8,2,60,15,2,83,6,9,6,25,23:49,5,3,0,0,10/17/2018,9,35,36,30,30,29,25,30,28,112,131,"Lewis""","Blair""",Cutler,NEW,NOP,HOU,37,2019,5,F-C,9-Jun,250,,,,,,,,,,,,,,,,
Josh Richardson,3,20,10,3,3,5,2,38.1,21,1,100,3,8,4,21,37:35:00,-5,3,1,1,10/17/2018,6,31,20,27,23,25,29,25,25,104,101,"Washington""","Boland""",Acosta,ORLANDO,MIA,ORL,35,2019,4,G,6-Jun,200,,,,,,,,,,,,,,,,
Josh Richardson,7,45.5,11,2,1,4,5,38.1,21,2,88,8,8,2,28,38:25:00,0,5,1,1,10/18/2018,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""","Wright""",Smith,MIAMI,MIA,WAS,47,2019,4,G,6-Jun,200,3,,5,,2,,8,,21,,3,,1,,1,
Malachi Richardson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:26,0,0,0,0,10/17/2018,8,25,22,28,29,28,32,30,26,116,104,"Ayotte""","Fitzgerald""",Nansel,TORONTO,CLE,TOR,0,2019,3,G,6-Jun,205,,,,,,,,,,,,,,,,
Austin Rivers,1,0,3,0,3,0,0,57.1,7,0,50,2,4,0,9,25:00:00,0,2,1,0,10/18/2018,15,24,34,27,28,25,34,30,23,112,113,"Ayotte""","Wright""",Smith,MIAMI,MIA,WAS,14,2019,7,G,4-Jun,200,,,,,,,,,,,,,,,,
Glenn Robinson,0,0,1,1,0,0,0,66.7,3,0,0,0,2,0,4,20:04,0,0,1,1,10/17/2018,4,29,22,25,24,24,27,32,20,103,100,"Mott""","Dalen""",Lane,DETROIT,BKN,DET,9,2019,5,G-F,6-Jun,222,,,,,,,,,,,,,,,,
Rajon Rondo,0,50,2,3,6,4,1,46.2,13,0,0,0,6,4,13,31:45:00,7,11,0,1,10/18/2018,16,31,32,28,28,34,31,28,35,128,119,"Zarba""","Forte""",Petraitis,PORTLAND,LAL,POR,36,2019,13,G,1-Jun,186,,,,,,,,,,,,,,,,
Derrick Rose,2,0,2,1,2,4,0,25,12,3,100,2,3,1,8,30:31:00,-1,2,0,0,10/17/2018,10,23,29,31,25,31,25,25,31,112,108,"Brown""","Maddox""",Ervin,SAN,MIN,SAS,12,2019,11,G,3-Jun,190,,,,,,,,,,,,,,,,
Terrence Ross,0,0,4,1,4,4,0,22.2,9,0,0,0,2,4,4,25:32:00,16,4,4,2,10/17/2018,6,31,20,27,23,25,29,25,25,104,101,"Washington""","Boland""",Acosta,ORLANDO,MIA,ORL,31,2019,7,F-G,7-Jun,206,,,,,,,,,,,,,,,,
Terry Rozier,0,50,2,1,0,8,1,50,10,0,0,0,5,8,11,26:31:00,22,1,1,0,10/16/2018,1,21,21,24,21,21,26,30,28,105,87,"Foster""","Garretson""",Taylor,BOSTON,PHI,BOS,25,2019,4,G,2-Jun,190,,,,,,,,,,,,,,,,
