Name,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score,Season_Year,Years,Pos,Ht,Wt
Rajon Rondo,0,50,2,4,2,6,1,66.7,9,1,0,0,6,5,13,31:52:00,0,8,0,0,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""","Lindsay""",Smith,MINNESOTA,LAL,MIN,29,2019,13,G,1-Jun,186
Rajon Rondo,0,33.3,3,2,1,0,1,28.6,7,0,0,0,2,0,5,17:07,-21,3,0,2,31-Oct-18,108,21,38,22,32,38,28,28,20,114,113,"Mott""","Lane""",Acosta,LOS,DAL,LAL,15.5,2019,13,G,1-Jun,186
Derrick Rose,3,0,1,2,0,7,0,25,16,4,60,5,4,3,11,29:17:00,2,7,0,0,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""","Lindsay""",Smith,MINNESOTA,LAL,MIN,23.5,2019,11,G,3-Jun,190
Derrick Rose,8,57.1,7,6,4,4,4,61.3,31,0,72.7,11,19,4,50,40:51:00,10,6,1,1,31-Oct-18,106,25,31,40,29,32,33,36,27,128,125,"Goble""","Workman""",Petraitis,MINNESOTA,UTA,MIN,63,2019,11,G,3-Jun,190
Derrick Rose,0,100,1,0,0,0,1,100,1,0,0,0,1,0,3,4:43,3,2,0,0,2-Nov-18,123,32,26,29,12,36,25,22,33,116,99,"Foster""","Dalen""",Barnaky,GOLDEN,MIN,GSW,8,2019,11,G,3-Jun,190
Terrence Ross,0,33.3,9,1,5,2,3,41.2,17,0,0,0,7,2,17,27:11:00,-2,2,0,3,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""","Zarba""",Nansel,SACRAMENTO,SAC,ORL,36,2019,7,F-G,7-Jun,206
Terrence Ross,0,25,4,0,4,2,1,30,10,0,0,0,3,2,7,19:53,-13,2,1,1,2-Nov-18,116,22,35,30,33,22,22,28,23,95,120,"Corbin""","Ayotte""",Sterling,LA,LAC,ORL,20,2019,7,F-G,7-Jun,206
Terry Rozier,1,0,1,1,0,1,0,25,4,0,50,2,1,1,3,19:28,5,2,1,2,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""","Taylor""",Twardoski,BOSTON,DET,BOS,14,2019,4,G,2-Jun,190
Terry Rozier,0,25,4,1,4,7,1,27.3,11,0,0,0,3,7,7,26:09:00,-12,3,2,0,1-Nov-18,114,16,37,25,35,23,32,38,24,117,113,"Washington""","Lindsay""",Ervin,BOSTON,MIL,BOS,25.5,2019,4,G,2-Jun,190
Ricky Rubio,1,33.3,3,1,3,1,1,22.2,9,0,50,2,2,1,6,31:53:00,-4,8,0,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""","Fraher""",Dalen,UTAH,UTA,DAL,22,2019,8,G,4-Jun,194
Ricky Rubio,1,0,1,6,3,2,0,33.3,6,2,50,2,2,0,5,27:04:00,-7,5,1,2,31-Oct-18,106,25,31,40,29,32,33,36,27,128,125,"Goble""","Workman""",Petraitis,MINNESOTA,UTA,MIN,16.5,2019,8,G,4-Jun,194
Ricky Rubio,1,42.9,7,4,4,2,3,52.9,17,0,50,2,9,2,22,31:50:00,11,11,0,1,2-Nov-18,121,29,24,30,27,31,29,18,22,100,110,"Mauer""","Buchert""",Acosta,MEMPHIS,MEM,UTA,44.5,2019,8,G,4-Jun,194
Domantas Sabonis,2,0,0,2,2,8,0,66.7,3,0,66.7,3,2,8,6,23:51,-18,2,1,2,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""","Maddox""",Adair,PORTLAND,POR,IND,22,2019,3,F-C,11-Jun,240
Domantas Sabonis,6,0,0,6,6,9,0,100,12,3,85.7,7,12,6,30,21:26,6,3,2,0,31-Oct-18,104,28,22,27,30,25,27,29,20,101,107,"Brothers""","Cutler""",Taylor,INDIANA,IND,NYK,37.5,2019,3,F-C,11-Jun,240
Domantas Sabonis,7,0,0,1,3,3,0,25,4,1,87.5,8,1,2,9,21:23,-4,1,1,1,2-Nov-18,119,22,38,27,20,37,21,22,25,105,107,"Fraher""","Scott""",Twardoski,INDIANA,IND,CHI,11.5,2019,3,F-C,11-Jun,240
Dario Saric,2,0,5,1,1,9,0,11.1,9,3,100,2,1,6,4,26:08:00,16,1,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,14.5,2019,3,F,10-Jun,223
Dario Saric,1,20,5,3,2,5,1,33.3,9,2,50,2,3,3,8,31:37:00,-6,2,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,14,2019,3,F,10-Jun,223
Dario Saric,2,33.3,3,1,5,3,1,12.5,8,1,100,2,1,2,5,24:17:00,-4,2,0,0,1-Nov-18,112,30,27,29,27,34,38,18,32,122,113,"Kirkland""","Twardoski""",Adair,PHILADELPHIA,LAC,PHI,10,2019,3,F,10-Jun,223
Dario Saric,2,0,5,1,1,9,0,11.1,9,3,100,2,1,6,4,26:08:00,16,1,0,1,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,14.5,2019,3,F,10-Jun,223
Dario Saric,1,20,5,3,2,5,1,33.3,9,2,50,2,3,3,8,31:37:00,-6,2,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,14,2019,3,F,10-Jun,223
Dario Saric,2,33.3,3,1,5,3,1,12.5,8,1,100,2,1,2,5,24:17:00,-4,2,0,0,1-Nov-18,112,30,27,29,27,34,38,18,32,122,113,"Kirkland""","Twardoski""",Adair,PHILADELPHIA,LAC,PHI,10,2019,3,F,10-Jun,223
Tomas Satoransky,0,100,1,0,2,1,1,57.1,7,0,0,0,4,1,9,15:46,-20,3,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""","Cutler""",Orr,LA,WAS,LAC,16.5,2019,3,G,7-Jun,210
Tomas Satoransky,0,100,1,0,0,2,1,50,2,0,0,0,1,2,3,5:37,-3,0,0,0,30-Oct-18,101,24,21,27,23,22,24,32,29,107,95,"Collins""","Lewis""",Petraitis,MEMPHIS,WAS,MEM,7,2019,3,G,7-Jun,210
Tomas Satoransky,0,0,1,0,2,2,0,25,4,1,0,0,1,1,2,14:06,-7,6,1,0,2-Nov-18,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,16,2019,3,G,7-Jun,210
Dennis Schroder,4,0,1,2,4,4,0,40,10,0,66.7,6,4,4,12,26:52:00,15,7,0,0,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""","Taylor""",Twardoski,OKLAHOMA,PHX,OKC,20.5,2019,6,G,1-Jun,172
Dennis Schroder,2,33.3,3,3,3,2,1,46.2,13,0,100,2,6,2,15,24:33:00,-14,3,0,0,30-Oct-18,102,33,34,10,33,25,29,39,35,128,110,"Brown""","Forte""",Van,OKLAHOMA,LAC,OKC,18.5,2019,6,G,1-Jun,172
Dennis Schroder,5,33.3,6,2,3,3,2,46.7,15,1,62.5,8,7,2,21,30:16:00,12,5,0,1,1-Nov-18,110,24,20,29,38,22,26,29,30,107,111,"Boland""","Zarba""",Nansel,OKLAHOMA,OKC,CHA,31.5,2019,6,G,1-Jun,172
Dennis Schroder,2,66.7,3,4,1,6,2,54.5,11,1,100,2,6,5,16,27:28:00,14,5,0,2,2-Nov-18,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,33.5,2019,6,G,1-Jun,172
Mike Scott,0,100,3,0,3,3,3,80,5,0,0,0,4,3,11,19:03,13,2,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""","Cutler""",Orr,LA,WAS,LAC,23,2019,7,F,8-Jun,237
Mike Scott,0,33.3,3,2,3,4,1,50,4,0,0,0,2,4,5,11:55,1,0,0,1,30-Oct-18,102,33,34,10,33,25,29,39,35,128,110,"Brown""","Forte""",Van,OKLAHOMA,LAC,OKC,12,2019,7,F,8-Jun,237
Mike Scott,0,100,1,1,3,4,1,100,1,1,0,0,1,3,3,9:51,-14,0,0,0,1-Nov-18,112,30,27,29,27,34,38,18,32,122,113,"Kirkland""","Twardoski""",Adair,PHILADELPHIA,LAC,PHI,8,2019,7,F,8-Jun,237
Mike Scott,0,25,4,0,1,5,1,25,4,0,0,0,1,5,3,22:47,16,4,0,1,2-Nov-18,116,22,35,30,33,22,22,28,23,95,120,"Corbin""","Ayotte""",Sterling,LA,LAC,ORL,19,2019,7,F,8-Jun,237
Wayne Selden,0,33.3,3,2,0,0,1,25,4,0,0,0,1,0,3,8:04,-10,0,0,0,30-Oct-18,101,24,21,27,23,22,24,32,29,107,95,"Collins""","Lewis""",Petraitis,MEMPHIS,WAS,MEM,3,2019,3,G-F,5-Jun,230
Wayne Selden,0,100,1,0,4,0,1,66.7,3,0,0,2,2,0,5,15:28,14,1,0,0,2-Nov-18,121,29,24,30,27,31,29,18,22,100,110,"Mauer""","Buchert""",Acosta,MEMPHIS,MEM,UTA,8.5,2019,3,G-F,5-Jun,230
Iman Shumpert,0,50,4,0,2,1,2,42.9,7,0,0,0,3,1,8,26:50:00,17,1,0,0,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""","Blair""",Sterling,SACRAMENTO,SAC,MIA,14.5,2019,8,G,5-Jun,220
Iman Shumpert,0,28.6,7,0,3,4,2,37.5,8,0,0,0,3,4,8,24:28:00,13,3,1,1,1-Nov-18,113,35,34,46,31,29,35,23,28,115,146,"Callahan""","Tiven""",Goldenberg,SACRAMENTO,SAC,ATL,26.5,2019,8,G,5-Jun,220
Pascal Siakam,2,0,4,2,2,8,0,62.5,16,2,66.7,3,10,6,22,33:19:00,-11,2,1,4,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,44,2019,3,F,9-Jun,230
Pascal Siakam,3,0,1,3,3,15,0,75,8,1,75,4,6,14,15,33:24:00,24,2,0,3,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,36,2019,3,F,9-Jun,230
Pascal Siakam,2,0,0,0,2,5,0,80,5,1,50,4,4,4,10,26:36:00,7,1,0,1,2-Nov-18,122,23,25,29,30,26,26,19,27,98,107,"Garretson""","Richardson""",Brown,TORONTO,TOR,PHX,17.5,2019,3,F,9-Jun,230
Ben Simmons,5,0,0,2,3,12,0,72.7,11,5,100,5,8,7,21,26:54:00,19,9,1,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,42.5,2019,2,G-F,10-Jun,230
Ben Simmons,3,0,0,11,4,8,0,44.4,9,3,50,6,4,5,11,34:09:00,-13,10,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,20,2019,2,G-F,10-Jun,230
Ben Simmons,2,0,0,2,3,3,0,54.5,11,1,100,2,6,2,14,34:41:00,-2,11,0,1,1-Nov-18,112,30,27,29,27,34,38,18,32,122,113,"Kirkland""","Twardoski""",Adair,PHILADELPHIA,LAC,PHI,32.5,2019,2,G-F,10-Jun,230
Ben Simmons,5,0,0,2,3,12,0,72.7,11,5,100,5,8,7,21,26:54:00,19,9,1,0,29-Oct-18,87,25,22,13,32,20,27,31,35,113,92,"Goble""","Scott""",Moyer-Gleich,PHILADELPHIA,ATL,PHI,42.5,2019,2,G-F,10-Jun,230
Ben Simmons,3,0,0,11,4,8,0,44.4,9,3,50,6,4,5,11,34:09:00,-13,10,0,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,20,2019,2,G-F,10-Jun,230
Ben Simmons,2,0,0,2,3,3,0,54.5,11,1,100,2,6,2,14,34:41:00,-2,11,0,1,1-Nov-18,112,30,27,29,27,34,38,18,32,122,113,"Kirkland""","Twardoski""",Adair,PHILADELPHIA,LAC,PHI,32.5,2019,2,G-F,10-Jun,230
Jonathon Simmons,1,20,5,3,0,3,1,38.5,13,1,50,2,5,2,12,25:54:00,-10,5,0,0,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""","Zarba""",Nansel,SACRAMENTO,SAC,ORL,20.5,2019,4,G-F,6-Jun,195
Marcus Smart,3,0,2,2,3,4,0,0,2,0,75,4,0,4,3,19:03,1,2,0,2,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""","Taylor""",Twardoski,BOSTON,DET,BOS,11,2019,5,G,4-Jun,220
Marcus Smart,0,0,3,1,4,4,0,25,4,1,0,0,1,3,2,27:57:00,-6,0,1,1,1-Nov-18,114,16,37,25,35,23,32,38,24,117,113,"Washington""","Lindsay""",Ervin,BOSTON,MIL,BOS,11,2019,5,G,4-Jun,220
Dennis Smith,0,75,4,3,2,1,3,63.2,19,1,0,0,12,0,27,33:55:00,-2,3,2,0,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""","Fraher""",Dalen,UTAH,UTA,DAL,41.5,2019,2,G,3-Jun,195
Dennis Smith,3,16.7,6,4,3,1,1,50,18,0,75,4,9,1,22,37:47:00,15,4,0,2,29-Oct-18,93,18,27,29,28,20,33,23,26,113,108,"Kirkland""","Barnaky""",Goldenberg,SAN,DAL,SAS,30,2019,2,G,3-Jun,195
Dennis Smith,0,100,1,3,2,1,1,22.2,9,0,0,0,2,1,5,23:02,-29,3,0,1,31-Oct-18,108,21,38,22,32,38,28,28,20,114,113,"Mott""","Lane""",Acosta,LOS,DAL,LAL,12.5,2019,2,G,3-Jun,195
Dennis Smith,5,50,4,6,4,2,2,57.1,14,1,50,10,8,1,23,31:54:00,-3,0,0,0,2-Nov-18,120,33,23,33,29,27,32,18,29,106,118,"Smith""","Blair""",Tiven,NEW,NYK,DAL,18,2019,2,G,3-Jun,195
Ish Smith,2,50,6,2,2,4,3,33.3,12,1,100,2,4,3,13,27:50:00,3,2,0,1,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""","Taylor""",Twardoski,BOSTON,DET,BOS,25,2019,9,G,Jun-00,175
Ish Smith,1,33.3,3,1,5,3,1,25,4,0,50,2,1,3,4,31:11:00,2,4,0,1,31-Oct-18,103,22,38,23,27,28,26,23,33,120,119,"Smith""","Williams""",Smith,BROOKLYN,DET,BKN,16,2019,9,G,Jun-00,175
Jason Smith,2,100,1,1,4,6,1,50,4,2,100,2,2,4,7,24:27:00,4,4,2,0,30-Oct-18,101,24,21,27,23,22,24,32,29,107,95,"Collins""","Lewis""",Petraitis,MEMPHIS,WAS,MEM,24,2019,12,F-C,Jul-00,245
Jason Smith,0,50,2,0,0,2,1,50,4,0,0,0,2,2,5,9:39,5,1,0,0,2-Nov-18,118,35,44,31,24,30,20,35,26,111,134,"Capers""","Lindsay""",Smith,OKLAHOMA,OKC,WAS,10.5,2019,12,F-C,Jul-00,245
Tony Snell,0,100,3,0,1,2,3,100,4,0,0,0,4,2,11,16:24,20,1,1,1,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,26.5,2019,6,G-F,7-Jun,200
Tony Snell,2,50,2,1,3,2,1,75,4,0,100,2,3,2,9,14:33,4,0,0,0,1-Nov-18,114,16,37,25,35,23,32,38,24,117,113,"Washington""","Lindsay""",Ervin,BOSTON,MIL,BOS,10,2019,6,G-F,7-Jun,200
Nik Stauskas,2,66.7,3,2,0,3,2,50,6,0,100,2,3,3,10,24:09:00,6,5,0,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""","Maddox""",Adair,PORTLAND,POR,IND,20.5,2019,5,G,6-Jun,205
Nik Stauskas,2,33.3,6,1,1,3,2,30,10,1,100,2,3,2,10,23:42,0,0,0,0,30-Oct-18,100,19,32,34,19,15,21,26,23,85,104,"Callahan""","Barnaky""",Sterling,PORTLAND,POR,HOU,14,2019,5,G,6-Jun,205
Nik Stauskas,0,66.7,3,0,1,0,2,66.7,6,0,0,0,4,0,10,20:52,-1,3,0,1,1-Nov-18,115,31,34,34,20,35,35,32,30,132,119,"Wood""","Lewis""",Lane,PORTLAND,NOP,POR,21.5,2019,5,G,6-Jun,205
Lance Stephenson,1,50,4,1,3,4,2,40,10,1,50,2,4,3,11,14:31,2,0,0,3,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""","Lindsay""",Smith,MINNESOTA,LAL,MIN,26,2019,9,G-F,5-Jun,230
Lance Stephenson,0,100,1,2,2,0,1,100,2,0,0,0,2,0,5,9:32,-8,0,0,1,31-Oct-18,108,21,38,22,32,38,28,28,20,114,113,"Mott""","Lane""",Acosta,LOS,DAL,LAL,8,2019,9,G-F,5-Jun,230
Jayson Tatum,7,25,4,1,3,6,1,33.3,12,1,87.5,8,4,5,16,30:05:00,10,3,0,0,30-Oct-18,98,28,30,13,34,31,25,25,27,108,105,"Corbin""","Taylor""",Twardoski,BOSTON,DET,BOS,20.5,2019,2,F,8-Jun,205
Jayson Tatum,2,66.7,3,2,4,6,2,44.4,9,1,100,2,4,5,12,31:39:00,14,4,0,0,1-Nov-18,114,16,37,25,35,23,32,38,24,117,113,"Washington""","Lindsay""",Ervin,BOSTON,MIL,BOS,24,2019,2,F,8-Jun,205
Jeff Teague,5,0,4,2,3,3,0,16.7,12,0,100,5,2,3,9,32:13:00,-3,5,0,2,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""","Lindsay""",Smith,MINNESOTA,LAL,MIN,18.5,2019,10,G,2-Jun,186
Garrett Temple,6,57.1,7,3,0,7,4,38.5,13,1,100,6,5,6,20,35:46:00,18,1,0,0,30-Oct-18,101,24,21,27,23,22,24,32,29,107,95,"Collins""","Lewis""",Petraitis,MEMPHIS,WAS,MEM,27.5,2019,10,G,6-Jun,195
Garrett Temple,1,25,4,1,3,4,1,50,10,2,50,2,5,2,12,34:59:00,5,0,0,2,2-Nov-18,121,29,24,30,27,31,29,18,22,100,110,"Mauer""","Buchert""",Acosta,MEMPHIS,MEM,UTA,22,2019,10,G,6-Jun,195
Lance Thomas,0,0,0,1,3,1,0,50,2,1,0,0,1,0,2,9:19,2,0,0,0,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""","Guthrie""",Goble,NEW,BKN,NYK,2,2019,8,F,8-Jun,235
Lance Thomas,1,0,1,0,1,0,0,25,4,0,100,1,1,0,3,16:04,-3,0,0,2,31-Oct-18,104,28,22,27,30,25,27,29,20,101,107,"Brothers""","Cutler""",Taylor,INDIANA,IND,NYK,8,2019,8,F,8-Jun,235
Lance Thomas,4,0,1,0,4,2,0,75,4,0,100,4,3,2,10,17:25,11,3,0,2,2-Nov-18,120,33,23,33,29,27,32,18,29,106,118,"Smith""","Blair""",Tiven,NEW,NYK,DAL,18.5,2019,8,F,8-Jun,235
Klay Thompson,1,20,5,1,4,5,1,47.1,17,2,50,2,8,3,18,35:35:00,-5,0,1,1,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""","Richardson""",Ford,GOLDEN,GSW,BKN,29,2019,8,G-F,7-Jun,215
Klay Thompson,2,58.3,24,2,2,4,14,62.1,29,0,100,2,18,4,52,26:33:00,28,0,0,2,29-Oct-18,90,44,48,33,24,28,22,39,35,124,149,"Smith""","Wright""",Workman,GOLDEN,GSW,CHI,86,2019,8,G-F,7-Jun,215
Klay Thompson,3,25,4,3,2,4,1,41.2,17,1,60,5,7,3,18,37:00:00,-8,4,0,1,31-Oct-18,107,37,26,29,29,43,27,37,24,131,121,"Garretson""","Richardson""",Orr,GOLDEN,NOP,GSW,27,2019,8,G-F,7-Jun,215
Klay Thompson,0,44.4,9,2,2,4,4,52.9,17,0,0,0,9,4,22,36:18:00,25,1,0,0,2-Nov-18,123,32,26,29,12,36,25,22,33,116,99,"Foster""","Dalen""",Barnaky,GOLDEN,MIN,GSW,33.5,2019,8,G-F,7-Jun,215
Tristan Thompson,3,0,0,1,3,13,0,44.4,9,6,50,6,4,7,11,29:17:00,35,3,0,4,30-Oct-18,96,31,26,30,27,35,23,41,37,136,114,"Capers""","Myers""",Taylor,CLEVELAND,ATL,CLE,36.5,2019,8,F-C,9-Jun,238
Tristan Thompson,2,0,0,0,1,7,0,66.7,6,2,100,2,4,5,10,28:14:00,-17,4,0,0,1-Nov-18,111,15,35,33,27,27,15,24,25,91,110,"Phillips""","Fraher""",Goble,DENVER,DEN,CLE,21,2019,8,F-C,9-Jun,238
Anthony Tolliver,0,100,2,1,1,4,2,100,4,1,0,0,4,3,10,19:08,1,0,2,0,29-Oct-18,92,32,34,28,26,36,28,29,31,124,120,"Washington""","Lindsay""",Smith,MINNESOTA,LAL,MIN,23,2019,11,F-C,8-Jun,240
Anthony Tolliver,0,50,2,1,4,3,1,50,2,0,0,1,1,3,3,23:46,0,0,2,1,31-Oct-18,106,25,31,40,29,32,33,36,27,128,125,"Goble""","Workman""",Petraitis,MINNESOTA,UTA,MIN,16,2019,11,F-C,8-Jun,240
Anthony Tolliver,2,20,5,0,4,1,1,20,5,0,66.7,3,1,1,5,22:14,-7,3,1,1,2-Nov-18,123,32,26,29,12,36,25,22,33,116,99,"Foster""","Dalen""",Barnaky,GOLDEN,MIN,GSW,16.5,2019,11,F-C,8-Jun,240
Evan Turner,0,100,1,1,4,8,1,66.7,9,1,0,1,6,7,13,25:44:00,23,3,0,1,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""","Maddox""",Adair,PORTLAND,POR,IND,29.5,2019,9,G,7-Jun,220
Evan Turner,1,0,1,3,3,7,0,33.3,6,0,50,2,2,7,5,25:53:00,-5,2,0,1,30-Oct-18,100,19,32,34,19,15,21,26,23,85,104,"Callahan""","Barnaky""",Sterling,PORTLAND,POR,HOU,14,2019,9,G,7-Jun,220
Evan Turner,4,0,2,2,1,8,0,45.5,11,0,100,4,5,8,14,26:57:00,11,7,0,1,1-Nov-18,115,31,34,34,20,35,35,32,30,132,119,"Wood""","Lewis""",Lane,PORTLAND,NOP,POR,29.5,2019,9,G,7-Jun,220
Myles Turner,0,0,1,0,2,9,0,41.7,12,4,0,4,5,5,10,31:54:00,2,1,3,1,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""","Maddox""",Adair,PORTLAND,POR,IND,32.5,2019,4,C-F,11-Jun,243
Myles Turner,0,0,0,1,3,3,0,40,10,1,0,0,4,2,8,28:55:00,4,4,2,0,31-Oct-18,104,28,22,27,30,25,27,29,20,101,107,"Brothers""","Cutler""",Taylor,INDIANA,IND,NYK,22,2019,4,C-F,11-Jun,243
Myles Turner,4,0,3,4,4,3,0,70,10,1,100,4,7,2,18,27:18:00,6,3,6,0,2-Nov-18,119,22,38,27,20,37,21,22,25,105,107,"Fraher""","Scott""",Twardoski,INDIANA,IND,CHI,35.5,2019,4,C-F,11-Jun,243
Jonas Valanciunas,4,0,1,0,1,3,0,30,10,2,100,4,3,1,10,12:55,-21,0,0,1,29-Oct-18,91,29,24,27,29,30,32,33,29,124,109,"Phillips""","Forte""",Washington,MILWAUKEE,TOR,MIL,12,2019,7,C,Jul-00,265
Jonas Valanciunas,6,33.3,3,3,4,4,1,57.1,14,1,100,6,8,3,23,17:08,1,1,2,0,30-Oct-18,99,26,27,33,26,35,32,38,24,129,112,"Foster""","Ervin""",Ford,TORONTO,PHI,TOR,27.5,2019,7,C,Jul-00,265
Jonas Valanciunas,1,50,2,2,6,7,1,70,10,1,50,2,7,6,16,24:24:00,3,1,4,1,2-Nov-18,122,23,25,29,30,26,26,19,27,98,107,"Garretson""","Richardson""",Brown,TORONTO,TOR,PHX,38.5,2019,7,C,Jul-00,265
Fred VanVleet,0,50,4,2,2,3,2,42.9,7,0,0,0,3,3,8,20:19,7,6,1,2,2-Nov-18,122,23,25,29,30,26,26,19,27,98,107,"Garretson""","Richardson""",Brown,TORONTO,TOR,PHX,31,2019,3,G,Jun-00,195
Noah Vonleh,2,0,1,1,4,10,0,50,6,3,100,2,3,7,8,28:39:00,17,2,1,1,29-Oct-18,89,26,18,23,29,26,26,33,30,115,96,"Ayotte""","Guthrie""",Goble,NEW,BKN,NYK,24,2019,5,F,10-Jun,240
Noah Vonleh,5,50,2,5,3,10,1,66.7,6,2,83.3,6,4,8,14,32:49:00,-4,4,3,2,31-Oct-18,104,28,22,27,30,25,27,29,20,101,107,"Brothers""","Cutler""",Taylor,INDIANA,IND,NYK,37,2019,5,F,10-Jun,240
Noah Vonleh,0,0,2,1,5,3,0,50,4,1,0,1,2,2,4,10:17,4,0,0,0,2-Nov-18,120,33,23,33,29,27,32,18,29,106,118,"Smith""","Blair""",Tiven,NEW,NYK,DAL,6,2019,5,F,10-Jun,240
Nikola Vucevic,5,0,2,3,1,15,0,45.5,11,5,83.3,6,5,10,15,27:15:00,-3,5,1,1,30-Oct-18,97,26,33,26,22,31,25,16,27,99,107,"Wall""","Zarba""",Nansel,SACRAMENTO,SAC,ORL,35.5,2019,8,C,Jul-00,260
Nikola Vucevic,1,33.3,3,1,1,11,1,47.6,21,2,50,2,10,9,22,32:14:00,-16,3,3,0,2-Nov-18,116,22,35,30,33,22,22,28,23,95,120,"Corbin""","Ayotte""",Sterling,LA,LAC,ORL,46.5,2019,8,C,Jul-00,260
Dwyane Wade,2,40,5,2,2,3,2,20,10,1,100,2,2,2,8,27:21:00,-12,3,0,0,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""","Blair""",Sterling,SACRAMENTO,SAC,MIA,15.5,2019,16,G,4-Jun,220
Dwyane Wade,3,66.7,6,1,2,1,4,60,10,0,100,3,6,1,19,24:39:00,-14,4,0,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,33,2019,16,G,4-Jun,220
Dwyane Wade,2,40,5,2,2,3,2,20,10,1,100,2,2,2,8,27:21:00,-12,3,0,0,29-Oct-18,88,17,34,43,29,28,23,32,30,113,123,"Fraher""","Blair""",Sterling,SACRAMENTO,SAC,MIA,15.5,2019,16,G,4-Jun,220
Dwyane Wade,3,66.7,6,1,2,1,4,60,10,0,100,3,6,1,19,24:39:00,-14,4,0,1,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,33,2019,16,G,4-Jun,220
Kemba Walker,3,50,8,1,0,4,4,42.9,14,0,75,4,6,4,19,35:17:00,1,8,0,0,30-Oct-18,95,29,26,18,40,31,34,27,33,125,113,"Wright""","Kogut""",Ransom,CHARLOTTE,MIA,CHA,39,2019,8,G,1-Jun,172
Kemba Walker,5,25,8,2,3,5,2,43.8,16,1,100,5,7,4,21,31:10:00,2,6,0,1,1-Nov-18,110,24,20,29,38,22,26,29,30,107,111,"Boland""","Zarba""",Nansel,OKLAHOMA,OKC,CHA,35,2019,8,G,1-Jun,172
John Wall,2,0,2,1,0,3,0,40,20,1,66.7,3,8,2,18,27:37:00,-6,5,0,4,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""","Cutler""",Orr,LA,WAS,LAC,37.5,2019,9,G,4-Jun,195
